"endTime","artistName","trackName","msPlayed","isPodcast"
"2021-05-29 16:30","Led Zeppelin","Kashmir - Remaster",517125,"No"
"2021-05-29 17:13","Yes","Long Distance Runaround - 2003 Remaster",207146,"No"
"2021-06-02 22:53","Rush","Peaceable Kingdom - 2013 Remix",323625,"No"
"2021-06-02 22:58","Rush","The Stars Look Down - 2013 Remix",268468,"No"
"2021-06-02 23:02","Rush","How It Is - 2013 Remix",244637,"No"
"2021-06-02 23:07","Rush","Vapor Trail - 2013 Remix",298355,"No"
"2021-06-02 23:14","Rush","Secret Touch - 2013 Remix",392552,"No"
"2021-06-03 17:43","Geddy Lee","The Angels' Share",273577,"No"
"2021-06-03 17:47","Geddy Lee","Runaway Train",271162,"No"
"2021-06-03 17:52","Geddy Lee","My Favorite Headache",283608,"No"
"2021-06-03 17:57","Geddy Lee","Working at Perfekt",299026,"No"
"2021-06-03 18:20","Rush","Heart Full of Soul",103886,"No"
"2021-06-03 21:12","Rush","Heart Full of Soul",1105,"No"
"2021-06-03 21:18","Rush","For What It's Worth",52680,"No"
"2021-06-03 21:19","Rush","Mr. Soul",12987,"No"
"2021-06-03 21:19","Rush","Shapes of Things",936,"No"
"2021-06-03 21:20","Rush","Mr. Soul",89335,"No"
"2021-06-03 21:20","Rush","Shapes of Things",19275,"No"
"2021-06-03 21:26","Rush","Clockwork Angels",90331,"No"
"2021-06-03 21:31","Rush","Clockwork Angels",30,"No"
"2021-06-03 21:31","Rush","Clockwork Angels",10661,"No"
"2021-06-03 21:32","Rush","Secret Touch - 2013 Remix",2237,"No"
"2021-06-03 21:38","Rush","Earthshine - 2013 Remix",337801,"No"
"2021-06-03 21:47","Rush","Sweet Miracle - 2013 Remix",107024,"No"
"2021-06-03 23:08","David Gilmour","Echoes - Live in Gdansk",1525513,"No"
"2021-06-03 23:18","Yes","And You and I - 2003 Remaster",607786,"No"
"2021-06-03 23:23","Queen","Spread Your Wings - Remastered 2011",274226,"No"
"2021-06-03 23:34","Rush","The Camera Eye",658986,"No"
"2021-06-03 23:40","Rush","Manhattan Project",5966,"No"
"2021-06-03 23:40","Rush","Mystic Rhythms",353840,"No"
"2021-06-03 23:44","Led Zeppelin","When the Levee Breaks - Remaster",231600,"No"
"2021-06-03 23:50","Led Zeppelin","Nobody's Fault but Mine - Remaster",388093,"No"
"2021-06-03 23:55","Led Zeppelin","Gallows Pole - Remaster",297929,"No"
"2021-06-04 00:07","Led Zeppelin","Since I've Been Loving You - Remaster",62217,"No"
"2021-06-04 00:11","Blue Öyster Cult","True Confessions",176040,"No"
"2021-06-04 00:14","Blue Öyster Cult","That Was Me",198638,"No"
"2021-06-04 00:18","Blue Öyster Cult","E.T.I. (Extra Terrestrial Intelligence)",222773,"No"
"2021-06-04 01:02","Blue Öyster Cult","In Thee",80298,"No"
"2021-06-04 01:07","Rush","The Pass - 2004 Remaster",290653,"No"
"2021-06-04 01:12","Rush","War Paint - 2004 Remaster",324506,"No"
"2021-06-04 01:18","Rush","Presto - 2004 Remaster",345586,"No"
"2021-06-04 01:22","Rush","Red Tide - 2004 Remaster",208503,"No"
"2021-06-04 13:13","Rush","Armor and Sword",396213,"No"
"2021-06-04 21:07","Rush","Workin' Them Angels",51826,"No"
"2021-06-05 15:42","Rush","Workin' Them Angels",80960,"No"
"2021-06-05 15:46","Yes","To The Moment - Single Edit",262101,"No"
"2021-06-05 15:52","Yes","To The Moment",372682,"No"
"2021-06-05 15:59","Yes","Words On A Page",381305,"No"
"2021-06-05 16:00","Yes","From The Turn Of A Card",98282,"No"
"2021-06-05 16:05","Rush","Bravado - 2004 Remaster",275120,"No"
"2021-06-05 16:11","Rush","Roll the Bones - 2004 Remaster",221138,"No"
"2021-06-05 16:15","Rush","Roll the Bones - 2004 Remaster",109190,"No"
"2021-06-05 16:19","Rush","Where's My Thing - 2004 Remaster",229120,"No"
"2021-06-05 16:24","Rush","Heresy - 2004 Remaster",325440,"No"
"2021-06-05 16:29","Rush","You Bet Your Life - 2004 Remaster",300920,"No"
"2021-06-05 18:06","Rush","The Pass - 2004 Remaster",256779,"No"
"2021-06-05 21:02","Blue Öyster Cult","Godzilla",221400,"No"
"2021-06-05 21:07","Blue Öyster Cult","Burnin' for You",271000,"No"
"2021-06-05 21:11","Blue Öyster Cult","I Love the Night",263920,"No"
"2021-06-05 21:14","Blue Öyster Cult","Then Came the Last Days of May",210546,"No"
"2021-06-05 21:19","Blue Öyster Cult","Veteran of the Psychic Wars",289586,"No"
"2021-06-05 21:23","Blue Öyster Cult","Astronomy",211908,"No"
"2021-06-05 22:49","Rush","Far Cry",318546,"No"
"2021-06-05 22:55","Rush","Armor and Sword",396213,"No"
"2021-06-05 23:00","Rush","Workin' Them Angels",294920,"No"
"2021-06-06 00:57","Rush","The Larger Bowl",237890,"No"
"2021-06-06 21:33","Rush","The Larger Bowl",247040,"No"
"2021-06-06 21:39","Rush","Spindrift",324933,"No"
"2021-06-06 21:45","Rush","The Main Monkey Business - Instrumental",361453,"No"
"2021-06-06 21:51","Rush","The Way the Wind Blows",388120,"No"
"2021-06-06 21:54","Rush","Hope - Instrumental",147443,"No"
"2021-06-06 21:55","Rush","Hope - Instrumental",84962,"No"
"2021-06-06 22:01","Rush","Faithless",331000,"No"
"2021-06-06 22:06","Rush","Bravest Face",311853,"No"
"2021-06-06 22:11","Rush","Good News First",290680,"No"
"2021-06-06 22:14","Rush","Malignant Narcissism - Instrumental",136986,"No"
"2021-06-06 22:18","Rush","We Hold On",252600,"No"
"2021-06-06 22:24","Rush","The Big Money",334493,"No"
"2021-06-06 22:29","Rush","Grand Designs",305800,"No"
"2021-06-06 22:34","Rush","Manhattan Project",304866,"No"
"2021-06-06 22:39","Rush","Marathon",280837,"No"
"2021-06-07 19:48","Rush","The Big Money",725,"No"
"2021-06-07 19:54","Rush","Grand Designs",305800,"No"
"2021-06-07 19:59","Rush","Manhattan Project",304866,"No"
"2021-06-07 20:05","Rush","Marathon",369533,"No"
"2021-06-07 21:39","Rush","Territories",1091,"No"
"2021-06-08 16:47","Rush","Circumstances",220333,"No"
"2021-06-08 16:47","Rush","Ghost Rider - 2013 Remix",8366,"No"
"2021-06-08 16:51","Rush","The Enemy Within",267130,"No"
"2021-06-08 16:56","Rush","Afterimage",303640,"No"
"2021-06-08 17:02","Rush","Earthshine - 2013 Remix",12069,"No"
"2021-06-08 17:02","Rush","Ghost Rider - 2013 Remix",340650,"No"
"2021-06-08 17:07","Rush","The Analog Kid",287666,"No"
"2021-06-08 17:10","Rush","Circumstances",178923,"No"
"2021-06-08 17:10","Rush","A Passage To Bangkok",2430,"No"
"2021-06-08 17:15","Rush","Anthem",41100,"No"
"2021-06-08 20:38","Rush","Bastille Day",0,"No"
"2021-06-08 20:38","Rush","Anthem",220904,"No"
"2021-06-08 20:41","Rush","Beneath, Between & Behind",181933,"No"
"2021-06-08 20:53","Rush","By-Tor And The Snow Dog",517093,"No"
"2021-06-08 20:56","Rush","Fly By Night",197463,"No"
"2021-06-08 21:34","Rush","Territories",378980,"No"
"2021-06-08 21:39","Rush","Middletown Dreams",315373,"No"
"2021-06-08 21:44","Rush","Emotion Detector",310426,"No"
"2021-06-08 21:50","Rush","Mystic Rhythms",321428,"No"
"2021-06-09 01:19","Rush","Mystic Rhythms",2641,"No"
"2021-06-09 01:24","Rush","Fly By Night",202200,"No"
"2021-06-09 01:41","Rush","Making Memories",4692,"No"
"2021-06-10 20:32","Rush","Anthem",261760,"No"
"2021-06-10 20:36","Rush","Bastille Day",277133,"No"
"2021-06-10 20:47","Rush","Xanadu",664853,"No"
"2021-06-10 20:48","Rush","Natural Science",18250,"No"
"2021-06-11 21:30","Rush","Bastille Day - Live",297733,"No"
"2021-06-11 21:35","Rush","Anthem - Live",296000,"No"
"2021-06-11 21:40","Rush","Fly By Night / In The Mood - Live At Massey Hall, Toronto / 1976",303933,"No"
"2021-06-11 21:44","Rush","Something For Nothing - Live",242826,"No"
"2021-06-11 21:45","Rush","Lakeside Park - Live At Massey Hall, Toronto / 1976",26362,"No"
"2021-06-11 21:48","Queen","We Will Rock You (Fast) - Live At The Montreal Forum / November 1981",186106,"No"
"2021-06-11 21:51","Queen","Let Me Entertain You - Live At The Montreal Forum / November 1981",168693,"No"
"2021-06-11 21:55","Queen","Play The Game - Live At The Montreal Forum / November 1981",237466,"No"
"2021-06-11 21:55","Queen","Somebody To Love - Live At The Montreal Forum / November 1981",30504,"No"
"2021-06-12 01:28","Queen","Let Me In Your Heart Again - William Orbit Mix",401765,"No"
"2021-06-12 01:31","Roger Taylor","Sunny Day",217880,"No"
"2021-06-12 01:35","Queen","Breakthru - Remastered 2011",245220,"No"
"2021-06-12 01:37","Rush","O'Malley's Break - Live in Cleveland",93826,"No"
"2021-06-12 01:40","Rush","Closer to the Heart - Live in Cleveland",207431,"No"
"2021-06-12 01:45","Queen","No One But You (Only The Good Die Young)",248898,"No"
"2021-06-13 17:00","Queen","Let Me Entertain You - Live At The Montreal Forum / November 1981",168693,"No"
"2021-06-13 17:04","Queen","Play The Game - Live At The Montreal Forum / November 1981",237466,"No"
"2021-06-13 17:12","Queen","Somebody To Love - Live At The Montreal Forum / November 1981",473306,"No"
"2021-06-13 17:14","Queen","Killer Queen - Live At The Montreal Forum / November 1981",119933,"No"
"2021-06-13 17:16","Queen","I'm In Love With My Car - Live At The Montreal Forum / November 1981",123333,"No"
"2021-06-13 17:21","Queen","Get Down, Make Love - Live At The Montreal Forum / November 1981",285933,"No"
"2021-06-13 17:25","Queen","Save Me - Live At The Montreal Forum / November 1981",254733,"No"
"2021-06-13 17:31","Queen","Now I'm Here - Live At The Montreal Forum / November 1981",331600,"No"
"2021-06-13 17:34","Queen","Dragon Attack - Live At The Montreal Forum / November 1981",191760,"No"
"2021-06-13 17:36","Queen","Now I'm Here (Reprise) - Live At The Montreal Forum / November 1981",113106,"No"
"2021-06-13 17:39","Queen","Under Pressure - Live At The Montreal Forum / November 1981",230120,"No"
"2021-06-13 17:43","Queen","Keep Yourself Alive - Live At The Montreal Forum / November 1981",209293,"No"
"2021-06-13 17:46","Queen","Drum And Tympani Solo - Live At The Montreal Forum / November 1981",180066,"No"
"2021-06-13 17:51","Queen","Guitar Solo - Live At The Montreal Forum / November 1981",311186,"No"
"2021-06-13 17:53","Queen","Flash - Live At The Montreal Forum / November 1981",131146,"No"
"2021-06-13 17:55","Queen","The Hero - Live At The Montreal Forum / November 1981",111440,"No"
"2021-06-13 17:59","Queen","Crazy Little Thing Called Love - Live At The Montreal Forum / November 1981",255600,"No"
"2021-06-13 18:02","Queen","Jailhouse Rock - Live At The Montreal Forum / November 1981",152600,"No"
"2021-06-13 18:07","Queen","Bohemian Rhapsody - Live At The Montreal Forum / November 1981",328933,"No"
"2021-06-13 18:11","Queen","Tie Your Mother Down - Live At The Montreal Forum / November 1981",232933,"No"
"2021-06-13 18:15","Queen","Another One Bites The Dust - Live At The Montreal Forum / November 1981",240600,"No"
"2021-06-13 18:19","Queen","Sheer Heart Attack - Live At The Montreal Forum / November 1981",233693,"No"
"2021-06-13 18:21","Queen","We Will Rock You - Live At The Montreal Forum / November 1981",129333,"No"
"2021-06-13 18:25","Queen","We Are The Champions - Live At The Montreal Forum / November 1981",207573,"No"
"2021-06-13 18:26","Queen","God Save The Queen - Live At The Montreal Forum / November 1981",87506,"No"
"2021-06-13 19:16","Queen","A Kind Of Magic - Remastered 2011",262253,"No"
"2021-06-13 19:20","Queen","Under Pressure - Remastered 2011",236506,"No"
"2021-06-13 19:26","Queen","Radio Ga Ga - Remastered 2011",343320,"No"
"2021-06-13 19:30","Queen","I Want It All - Remastered 2011",241253,"No"
"2021-06-13 19:34","Queen","I Want To Break Free - Remastered 2011",258000,"No"
"2021-06-13 19:40","Queen","Innuendo - Remastered 2011",388293,"No"
"2021-06-13 19:45","Queen","It's A Hard Life - Remastered 2011",248800,"No"
"2021-06-13 19:49","Queen","Breakthru - Remastered 2011",249146,"No"
"2021-06-13 19:54","Queen","Who Wants To Live Forever - Remastered 2011",295333,"No"
"2021-06-13 19:58","Queen","Headlong - Remastered 2011",271013,"No"
"2021-06-13 21:45","Queen","The Miracle - Remastered 2011",272706,"No"
"2021-06-13 21:46","Queen","The Miracle - Remastered 2011",22048,"No"
"2021-06-13 21:52","Queen","I'm Going Slightly Mad - Remastered 2011",248693,"No"
"2021-06-13 21:56","Queen","The Invisible Man - Remastered 2011",237818,"No"
"2021-06-14 22:56","Queen","Innuendo - Remastered 2011",388293,"No"
"2021-06-14 23:00","Queen","It's A Hard Life - Remastered 2011",248800,"No"
"2021-06-14 23:48","Queen","Breakthru - Remastered 2011",249146,"No"
"2021-06-14 23:53","Queen","Who Wants To Live Forever - Remastered 2011",295333,"No"
"2021-06-14 23:58","Queen","Headlong - Remastered 2011",271013,"No"
"2021-06-15 00:03","Queen","The Miracle - Remastered 2011",294866,"No"
"2021-06-15 00:07","Queen","I'm Going Slightly Mad - Remastered 2011",248693,"No"
"2021-06-15 00:11","Queen","The Invisible Man - Remastered 2011",237853,"No"
"2021-06-15 00:14","Queen","Hammer To Fall - Remastered 2011",218320,"No"
"2021-06-15 00:19","Queen","Friends Will Be Friends - Remastered 2011",248706,"No"
"2021-06-15 00:23","Queen","The Show Must Go On - Remastered 2011",263626,"No"
"2021-06-15 00:27","Queen","One Vision - Remastered 2011",245066,"No"
"2021-06-15 01:24","Queen","Under Pressure - Remastered 2011",30916,"No"
"2021-06-15 01:24","Queen","A Kind Of Magic - Remastered 2011",262253,"No"
"2021-06-17 13:02","Queen","We Will Rock You (Fast) - Live At The Montreal Forum / November 1981",186106,"No"
"2021-06-17 13:05","Queen","Let Me Entertain You - Live At The Montreal Forum / November 1981",168693,"No"
"2021-06-17 13:08","Queen","Play The Game - Live At The Montreal Forum / November 1981",237466,"No"
"2021-06-17 13:16","Queen","Somebody To Love - Live At The Montreal Forum / November 1981",473306,"No"
"2021-06-17 13:18","Queen","Killer Queen - Live At The Montreal Forum / November 1981",119933,"No"
"2021-06-17 13:20","Queen","I'm In Love With My Car - Live At The Montreal Forum / November 1981",123333,"No"
"2021-06-17 13:25","Queen","Get Down, Make Love - Live At The Montreal Forum / November 1981",285933,"No"
"2021-06-17 13:29","Queen","Save Me - Live At The Montreal Forum / November 1981",254733,"No"
"2021-06-17 13:35","Queen","Now I'm Here - Live At The Montreal Forum / November 1981",331600,"No"
"2021-06-17 13:38","Queen","Dragon Attack - Live At The Montreal Forum / November 1981",191760,"No"
"2021-06-17 13:40","Queen","Now I'm Here (Reprise) - Live At The Montreal Forum / November 1981",113106,"No"
"2021-06-17 13:44","Queen","Under Pressure - Live At The Montreal Forum / November 1981",230120,"No"
"2021-06-17 17:26","Queen","Keep Yourself Alive - Live At The Montreal Forum / November 1981",64826,"No"
"2021-06-18 00:55","Queen","Keep Yourself Alive - Live At The Montreal Forum / November 1981",210497,"No"
"2021-06-18 00:58","Queen","Drum And Tympani Solo - Live At The Montreal Forum / November 1981",180066,"No"
"2021-06-18 01:03","Queen","Guitar Solo - Live At The Montreal Forum / November 1981",311186,"No"
"2021-06-18 01:05","Queen","Flash - Live At The Montreal Forum / November 1981",131146,"No"
"2021-06-18 01:07","Queen","The Hero - Live At The Montreal Forum / November 1981",111440,"No"
"2021-06-18 01:11","Queen","Crazy Little Thing Called Love - Live At The Montreal Forum / November 1981",255600,"No"
"2021-06-18 01:14","Queen","Jailhouse Rock - Live At The Montreal Forum / November 1981",152600,"No"
"2021-06-18 01:19","Queen","Bohemian Rhapsody - Live At The Montreal Forum / November 1981",328933,"No"
"2021-06-18 01:23","Queen","Tie Your Mother Down - Live At The Montreal Forum / November 1981",232933,"No"
"2021-06-18 01:27","Queen","Another One Bites The Dust - Live At The Montreal Forum / November 1981",240600,"No"
"2021-06-18 01:31","Queen","Sheer Heart Attack - Live At The Montreal Forum / November 1981",233693,"No"
"2021-06-18 01:33","Queen","We Will Rock You - Live At The Montreal Forum / November 1981",129333,"No"
"2021-06-18 01:34","Queen","We Are The Champions - Live At The Montreal Forum / November 1981",27839,"No"
"2021-06-20 11:58","Rush","Bravado - 2004 Remaster",275120,"No"
"2021-06-20 12:04","Rush","Roll the Bones - 2004 Remaster",329906,"No"
"2021-06-20 12:08","Rush","Where's My Thing - 2004 Remaster",229120,"No"
"2021-06-20 12:13","Rush","Heresy - 2004 Remaster",325440,"No"
"2021-06-20 12:18","Rush","You Bet Your Life - 2004 Remaster",300920,"No"
"2021-06-20 12:23","Rush","The Pass - 2004 Remaster",290653,"No"
"2021-06-20 12:28","Rush","War Paint - 2004 Remaster",324506,"No"
"2021-06-20 12:34","Rush","Presto - 2004 Remaster",345586,"No"
"2021-06-20 12:39","Rush","Red Tide - 2004 Remaster",270426,"No"
"2021-06-20 12:44","Rush","Available Light - 2004 Remaster",302480,"No"
"2021-06-20 12:48","Rush","Anagram - 2004 Remaster",239546,"No"
"2021-06-20 22:16","Rush","Animate - 2004 Remaster",299113,"No"
"2021-06-29 11:39","Blue Öyster Cult","E.T.I. (Extra Terrestrial Intelligence)",222711,"No"
"2021-06-29 11:43","Blue Öyster Cult","In Thee",229983,"No"
"2021-06-29 11:49","Blue Öyster Cult","Golden Age of Leather",351814,"No"
"2021-06-30 01:29","Blue Öyster Cult","Sole Survivor",4863,"No"
"2021-06-30 01:33","Blue Öyster Cult","Sole Survivor",241751,"No"
"2021-07-01 11:24","Blue Öyster Cult","Black Blade",396090,"No"
"2021-07-01 11:46","Rush","Big Wheel - 2004 Remaster",312579,"No"
"2021-07-01 11:55","Rush","Heresy - 2004 Remaster",325127,"No"
"2021-07-01 17:11","Rush","Ghost of a Chance - 2004 Remaster",279457,"No"
"2021-07-01 17:16","Rush","Bravado - 2004 Remaster",274956,"No"
"2021-07-01 17:21","Rush","Roll the Bones - 2004 Remaster",329553,"No"
"2021-07-01 17:25","Rush","Face Up - 2004 Remaster",233573,"No"
"2021-07-01 20:09","Rush","Where's My Thing - 2004 Remaster",106616,"No"
"2021-07-01 20:14","Rush","Big Wheel - 2004 Remaster",312499,"No"
"2021-07-01 22:46","Rush","Heresy - 2004 Remaster",179410,"No"
"2021-07-01 22:52","Rush","Test for Echo - 2004 Remaster",355245,"No"
"2021-07-01 22:56","Rush","Driven - 2004 Remaster",266541,"No"
"2021-07-01 23:00","Rush","Half the World - 2004 Remaster",222489,"No"
"2021-07-01 23:05","Rush","The Color of Right - 2004 Remaster",288346,"No"
"2021-07-01 23:10","Rush","Time and Motion - 2004 Remaster",301099,"No"
"2021-07-01 23:15","Rush","Totem - 2004 Remaster",298412,"No"
"2021-07-01 23:20","Rush","Dog Years - 2004 Remaster",294635,"No"
"2021-07-01 23:26","Rush","Virtuality - 2004 Remaster",343555,"No"
"2021-07-01 23:30","Rush","Resist - 2004 Remaster",263130,"No"
"2021-07-01 23:36","Rush","Limbo - 2004 Remaster",328699,"No"
"2021-07-01 23:40","Rush","Carve Away the Stone - 2004 Remaster",247100,"No"
"2021-07-04 00:22","Blue Öyster Cult","Then Came the Last Days of May",209828,"No"
"2021-07-04 00:27","Blue Öyster Cult","Veteran of the Psychic Wars",289472,"No"
"2021-07-04 00:33","Blue Öyster Cult","Astronomy",383853,"No"
"2021-07-04 00:37","Blue Öyster Cult","Cities On Flame with Rock and Roll",242479,"No"
"2021-07-04 00:37","Blue Öyster Cult","Heavy Metal: The Black and Silver",8669,"No"
"2021-07-04 00:40","Blue Öyster Cult","True Confessions",175845,"No"
"2021-07-04 00:44","Blue Öyster Cult","That Was Me",198534,"No"
"2021-07-04 00:47","Blue Öyster Cult","E.T.I. (Extra Terrestrial Intelligence)",222779,"No"
"2021-07-04 00:51","Blue Öyster Cult","In Thee",229983,"No"
"2021-07-04 18:44","Blue Öyster Cult","Golden Age of Leather",340981,"No"
"2021-07-04 19:06","Rush","2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley",1233579,"No"
"2021-07-04 19:09","Rush","A Passage To Bangkok",214873,"No"
"2021-07-04 19:13","Rush","The Twilight Zone",2e+05,"No"
"2021-07-04 19:16","Rush","Lessons",232352,"No"
"2021-07-04 19:20","Rush","Tears",214478,"No"
"2021-07-04 19:24","Rush","Something For Nothing",238896,"No"
"2021-07-04 19:24","Rush","Overture - Live",5078,"No"
"2021-07-04 19:29","Rush","The Spirit Of Radio",296292,"No"
"2021-07-04 19:35","Rush","Freewill",321771,"No"
"2021-07-04 19:42","Rush","Jacob's Ladder",447033,"No"
"2021-07-04 19:47","Rush","Entre Nous",276927,"No"
"2021-07-04 19:50","Rush","Different Strings",228838,"No"
"2021-07-04 20:00","Rush","Natural Science",559798,"No"
"2021-07-04 20:06","Rush","A Farewell To Kings",349520,"No"
"2021-07-04 20:17","Rush","Xanadu",664627,"No"
"2021-07-04 20:20","Rush","Closer To The Heart",171803,"No"
"2021-07-04 22:02","Rush","Cinderella Man",259206,"No"
"2021-07-04 22:04","Rush","Madrigal",153471,"No"
"2021-07-04 22:24","Rush","Cygnus X-1 - Book One - The Voyage",621380,"No"
"2021-07-04 22:28","Rush","Circumstances",224190,"No"
"2021-07-04 22:33","Rush","The Trees",283530,"No"
"2021-07-04 22:43","Rush","La Villa Strangiato",577272,"No"
"2021-07-04 22:47","Rush","A Passage To Bangkok - Live At Pinkpop Festival, Netherlands/1979",242580,"No"
"2021-07-07 00:54","Rush","Xanadu - Live At Pinkpop Festival, Netherlands/1979",197574,"No"
"2021-07-07 01:21","Blue Öyster Cult","I Love the Night",263940,"No"
"2021-07-07 01:25","Blue Öyster Cult","E.T.I. (Extra Terrestrial Intelligence)",225371,"No"
"2021-07-07 01:29","Blue Öyster Cult","Sole Survivor",246580,"No"
"2021-07-07 01:34","Blue Öyster Cult","Edge of the World",292190,"No"
"2021-07-07 22:39","The Who","Baba O'Riley",300400,"No"
"2021-07-07 22:45","The Who","Bargain",333586,"No"
"2021-07-07 22:47","The Who","Love Ain't For Keeping",130720,"No"
"2021-07-07 22:50","The Who","My Wife",213680,"No"
"2021-07-07 22:51","The Who","The Song Is Over",12953,"No"
"2021-07-07 22:54","The Who","Behind Blue Eyes",217371,"No"
"2021-07-07 22:59","Blue Öyster Cult","(Don't Fear) The Reaper",281358,"No"
"2021-07-13 18:26","Cream","Strange Brew",166600,"No"
"2021-07-13 18:30","Cream","Sunshine Of Your Love",250000,"No"
"2021-07-13 18:33","Cream","World Of Pain",182600,"No"
"2021-07-13 18:34","Cream","Dance The Night Away",11890,"No"
"2021-07-13 18:37","Cream","Blue Condition",209400,"No"
"2021-07-13 18:40","Cream","Tales Of Brave Ulysses",166360,"No"
"2021-07-13 18:41","Cream","SWLABR",45559,"No"
"2021-07-14 15:24","David Bowie","Starman - 2012 Remaster",10180,"No"
"2021-07-14 15:24","Black Sabbath","Changes",6900,"No"
"2021-07-14 15:24","David Bowie","Space Oddity - 2015 Remaster",15630,"No"
"2021-07-14 15:25","Geddy Lee","My Favorite Headache",2500,"No"
"2021-07-14 15:25","Geddy Lee","The Angels' Share",11700,"No"
"2021-07-14 15:25","Rush","Heart Full of Soul",2470,"No"
"2021-07-14 15:25","Geddy Lee","Runaway Train",1950,"No"
"2021-07-14 15:25","David Bowie","Life on Mars? - 2015 Remaster",19180,"No"
"2021-07-14 15:26","Rush","For What It's Worth",56810,"No"
"2021-07-14 15:29","Cream","Strange Brew",166600,"No"
"2021-07-14 15:31","Cream","Sunshine Of Your Love",114970,"No"
"2021-07-14 15:35","Black Sabbath","Changes",282493,"No"
"2021-07-14 15:40","David Bowie","Starman - 2012 Remaster",254293,"No"
"2021-07-14 15:45","David Bowie","Space Oddity - 2015 Remaster",318026,"No"
"2021-07-14 15:49","Geddy Lee","The Angels' Share",274733,"No"
"2021-07-14 15:53","Rush","For What It's Worth",209626,"No"
"2021-07-14 15:58","Rush","The Pass - 2004 Remaster",290653,"No"
"2021-07-14 16:04","Rush","Presto - 2004 Remaster",345586,"No"
"2021-07-14 16:08","Rush","Bravado - 2004 Remaster",275120,"No"
"2021-07-14 16:10","Rush","Hope - Instrumental",122346,"No"
"2021-07-14 16:13","Blue Öyster Cult","True Confessions",176040,"No"
"2021-07-14 16:23","Yes","And You and I - 2003 Remaster",607786,"No"
"2021-07-14 16:28","Cream","Sunshine Of Your Love",7566,"No"
"2021-07-14 16:28","Queen","Spread Your Wings - Remastered 2011",274226,"No"
"2021-07-14 16:35","Queen","Let Me In Your Heart Again - William Orbit Mix",401765,"No"
"2021-07-14 16:39","Queen","Breakthru - Remastered 2011",248386,"No"
"2021-07-14 16:47","Queen","No One But You (Only The Good Die Young)",251333,"No"
"2021-07-14 16:50","Queen","All Dead, All Dead - Remastered 2011",189586,"No"
"2021-07-14 16:54","Queen","Heaven For Everyone",277600,"No"
"2021-07-14 16:59","The Who","Baba O'Riley",300400,"No"
"2021-07-14 17:05","The Who","Bargain",333586,"No"
"2021-07-14 17:09","The Who","Behind Blue Eyes",221426,"No"
"2021-07-14 17:13","Blue Öyster Cult","I Love the Night",263920,"No"
"2021-07-14 17:16","Rush","The Twilight Zone",200066,"No"
"2021-07-14 17:20","Rush","Lessons",232533,"No"
"2021-07-14 17:24","Rush","Tears",214573,"No"
"2021-07-14 17:28","Rush","Something For Nothing",238933,"No"
"2021-07-14 17:35","Rush","Jacob's Ladder",447066,"No"
"2021-07-14 17:39","Rush","Different Strings",229066,"No"
"2021-07-14 17:42","Rush","Closer To The Heart",171960,"No"
"2021-07-14 17:47","Rush","Emotion Detector",310426,"No"
"2021-07-14 17:52","Black Sabbath","Planet Caravan",269533,"No"
"2021-07-14 17:55","Black Sabbath","Evil Woman",176094,"No"
"2021-07-14 17:55","Black Sabbath","Evil Woman",23158,"No"
"2021-07-14 18:01","Black Sabbath","Black Sabbath",377280,"No"
"2021-07-14 18:07","Pink Floyd","Wish You Were Here",334743,"No"
"2021-07-14 18:15","Pink Floyd","High Hopes",510964,"No"
"2021-07-14 18:19","Pink Floyd","Echoes",203130,"No"
"2021-07-14 23:46","Pink Floyd","Echoes",604870,"No"
"2021-07-14 23:50","Pink Floyd","If",270773,"No"
"2021-07-14 23:52","Pink Floyd","More Blues",132546,"No"
"2021-07-15 00:06","Pink Floyd","Shine On You Crazy Diamond (Pts. 1-5)",811077,"No"
"2021-07-15 00:17","Pink Floyd","Shine On You Crazy Diamond (Pts. 6-9)",641542,"No"
"2021-07-15 00:22","Rush","Mystic Rhythms",353840,"No"
"2021-07-15 00:40","Rush","Manhattan Project",278000,"No"
"2021-07-16 15:15","Rush","Territories",379093,"No"
"2021-07-16 15:20","Rush","Manhattan Project",304866,"No"
"2021-07-16 15:25","Rush","Middletown Dreams",315373,"No"
"2021-07-16 15:30","Black Sabbath","Changes",282493,"No"
"2021-07-16 15:34","David Bowie","Starman - 2012 Remaster",254293,"No"
"2021-07-16 15:39","Geddy Lee","The Angels' Share",3750,"No"
"2021-07-16 15:39","Rush","For What It's Worth",11150,"No"
"2021-07-16 15:39","Rush","Territories",1950,"No"
"2021-07-16 15:39","David Bowie","Space Oddity - 2015 Remaster",282483,"No"
"2021-07-16 15:47","Blue Öyster Cult","True Confessions",176040,"No"
"2021-07-16 15:51","Rush","Tears",214573,"No"
"2021-07-16 15:55","Queen","No One But You (Only The Good Die Young)",251333,"No"
"2021-07-16 15:59","Rush","Lessons",232533,"No"
"2021-07-16 16:04","The Who","Baba O'Riley",300400,"No"
"2021-07-16 16:07","Rush","Closer To The Heart",171960,"No"
"2021-07-16 16:11","Cream","Sunshine Of Your Love",250000,"No"
"2021-07-16 16:18","Rush","Jacob's Ladder",447066,"No"
"2021-07-16 16:22","Rush","Manhattan Project",204573,"No"
"2021-07-19 21:04","Yes","And You and I - 2003 Remaster",607786,"No"
