"endTime","artistName","trackName","msPlayed","isPodcast","id"
"2021-11-29 20:15","The Who","The Punk And The Godfather",310933,"No","2O1tCUkthqO7SWpXdDnp2T"
"2021-11-29 20:18","The Who","I'm One",157853,"No","6TRQUflD06zYvNijwb2HNH"
"2021-11-29 20:22","The Who","The Dirty Jobs",268933,"No","2JqIRmo5zyrneYYVG9XX5D"
"2021-11-29 20:59","The Who","Helpless Dancer",97503,"No","775kHBFQ3xnxGeRe0rOz7b"
"2021-11-30 13:14","Rush","I Think I'm Going Bald",217750,"No","69XM8H8if0YrYAAwW08fKA"
"2021-11-30 13:18","Rush","Lakeside Park - Live",247559,"No","3MfS6EixnNddUaOReff2aI"
"2021-11-30 13:30","Rush","The Necromancer",748781,"No","68WOjqnUdYrBd44y9ow0Z1"
"2021-11-30 13:50","Rush","The Fountain Of Lamneth",1197810,"No","59VlwBBWgPPKBOg42ZVzOT"
"2021-12-08 13:04","Rush","Tom Sawyer - Rio Live",304666,"No","6rH0YAuAvw84F3ulahV10F"
"2021-12-08 13:09","Rush","Distant Early Warning - Rio Live",290626,"No","0cDmmh2mYm3pQUKIV96dNa"
"2021-12-08 13:13","Rush","New World Man - Rio Live",244906,"No","3qoRpG240NppQ14EM8XUDs"
"2021-12-08 13:19","Rush","Roll the Bones - Rio Live",375693,"No","5e2QOwClEMTm3M6tGKfupk"
"2021-12-08 13:25","Rush","Earthshine - Rio Live",344106,"No","23u8mHdw83yv0gVM0myLGy"
"2021-12-08 15:41","Rush","YYZ - Rio Live",201850,"No","4ie9a7aQFIUFnOOTeZxtLc"
"2021-12-09 20:02","Rush","The Pass - Rio Live",292281,"No","1Eh0FDAab5TnUdsBquNGRp"
"2021-12-09 20:17","Rush","Bravado - Rio Live",378407,"No","6TzYSNfTrfgauZwKITljUU"
"2021-12-09 20:23","Rush","The Big Money - Rio Live",362916,"No","1opdpazdsiE6wC5rf3m8PT"
"2021-12-09 20:28","Rush","Trees - Rio Live",311920,"No","41ttGajeIrlQXCilpRDLzT"
"2021-12-11 12:12","Rush","Free Will - Rio Live",6480,"No","1sv7ojDcUtaYTPbR5CrSwc"
"2021-12-13 01:44","Rush","Crossroads",205465,"No","0VX5SeVK2VbE7QCmckXUaP"
"2021-12-22 01:31","Queen","Under Pressure - Rah Mix",248666,"No","0TuLWcAbTsCG81tZEJuLIr"
"2021-12-22 01:36","Freddie Mercury","Barcelona",265440,"No","07rjmFuB0I2O1UuIPnu6Qj"
"2021-12-22 02:11","Queen","Thank God It's Christmas",198790,"No","3AymrUApW5JKKaNrHQhcBG"
"2022-01-03 00:29","Deep Purple","Black Night - 1995 Remaster",5500,"No","null"
"2022-01-04 17:11","Rush","The Trees - Live At Pinkpop Festival, Netherlands/1979",310306,"No","6R9kgbgGlAbXsPbUfJdYK5"
"2022-01-04 17:12","Rush","Cygnus X-1: Book II Hemispheres - The Sphere (A Kind Of Dream) - Live At Pinkpop Festival, Netherlands/1979",53918,"No","67UYyEvzyi7xt86pyA8o5k"
"2022-01-04 17:16","Rush","Closer To The Heart - Live At Pinkpop Festival, Netherlands/1979",195640,"No","4LqOOZcWio12i6NQiVA1Ab"
"2022-01-04 17:27","Rush","La Villa Strangiato - Live At Pinkpop Festival, Netherlands/1979",681692,"No","5TaTAqWGwtJ1g3ErzklPAl"
"2022-01-04 17:30","Rush","In The Mood - Live At Pinkpop Festival, Netherlands/1979",156550,"No","1NA3Dd4aZaVtemb5Vrc4u9"
"2022-01-04 17:41","Rush","Drum Solo - Live At Pinkpop Festival, Netherlands/1979",79758,"No","70kERQc5n5nwV5VNJpDm7J"
"2022-01-04 17:45","Rush","2112 - Live In Arizona/1978",5186,"No","72WeflXaDTn7X26zQUYMu1"
"2022-01-04 17:45","Rush","Something For Nothing - Live At Pinkpop Festival, Netherlands/1979",2600,"No","6Wyc2EYf9n6GLTcGhYfNM9"
"2022-01-04 17:58","Deep Purple","When A Blind Man Cries - Remastered",209246,"No","null"
"2022-01-04 18:03","Dio","Don't Talk To Strangers",291086,"No","0FVDva1nGzMI4IFhb5vrBq"
"2022-01-04 18:22","Boston","More Than a Feeling",95176,"No","1QEEqeFIZktqIpPI4jSVSF"
"2022-01-06 00:14","Rush","Cygnus X-1 Book II: Hemispheres",1089013,"No","7xxZUTxxlkiFEMzL6lYXtF"
"2022-01-09 22:01","Rush","Best I Can",205573,"No","4In36toej4JkNAPn24Jk88"
"2022-01-09 22:29","Rush","Rivendell",297093,"No","3U52bW9ucEIw2UQ50Oh0ZD"
"2022-01-10 23:24","Rush","Open Secrets",337600,"No","2QLQ8R0UbYX5iNNTgmR7V6"
"2022-01-10 23:29","Rush","Second Nature",276373,"No","6052jtfgpaXiVlHLUnoFFm"
"2022-01-10 23:39","Rush","Lock And Key",309200,"No","6JyLquq5aQde75cezBnw6P"
"2022-01-10 23:45","Rush","Mission",315706,"No","0q6kL6JEfoGbozD1rjG7NY"
"2022-01-10 23:54","Rush","Tai Shan",255293,"No","3k4ML90lCkW9bHvGeGrDIV"
"2022-01-11 00:00","Rush","High Water",333133,"No","2BEr51Zq9qSL55rGOCXmPP"
"2022-01-11 00:07","Rush","Red Barchetta",370426,"No","6UGHk2cmbDC1oidVjXcCKo"
"2022-01-15 20:43","Rush","Witch Hunt",285533,"No","6cbBAD1AAYVaQR1cx89AZX"
"2022-01-15 23:27","Queen","The Show Must Go On - Live / Theatre National de Chaillot, Paris / 1997",275360,"No","5QB0ySp2IXZBegG0D3kzQa"
"2022-01-16 20:45","Led Zeppelin","Good Times Bad Times - Live: O2 Arena, London - December 10, 2007",191560,"No","7wGaViRu4g24CDqUcnJrGp"
"2022-01-16 20:51","Led Zeppelin","Ramble On - Live: O2 Arena, London - December 10, 2007",344560,"No","1kOfZShwvYeN4b4UocSGMm"
"2022-01-16 20:57","Led Zeppelin","Black Dog - Live: O2 Arena, London - December 10, 2007",353400,"No","5xAWsRDWBaEv0aFsAAqJBD"
"2022-01-16 21:04","Led Zeppelin","In My Time of Dying - Live: O2 Arena, London - December 10, 2007",431410,"No","4usCLaZPkOxZUwcbtfKivq"
"2022-01-26 15:23","Rush","The Spirit Of Radio - Live In Canada / 1980",310960,"No","1NhH2jsDT8384oU4kMuRXG"
"2022-01-26 15:29","Rush","Red Barchetta - Live In Canada / 1980",406506,"No","22KRO96i1ToUsIKDRg7Q1N"
"2022-01-26 15:37","Rush","YYZ - Live In Canada / 1980",463000,"No","2qWh6XlMWphHyrkUpOsKhE"
"2022-01-26 15:41","Rush","A Passage To Bangkok - Live In The UK / 1980",224760,"No","0FENG699uDaqBsOj2yoVOo"
"2022-01-26 15:44","Rush","Closer To The Heart - Live In The UK / 1980",188266,"No","1GYfgGthvi8E2SGAeNllc3"
"2022-01-26 15:46","Rush","Beneath, Between & Behind - LIve In The UK / 1980",153800,"No","0LNJC9EjDe7bGGcoMFyUW7"
"2022-01-26 15:55","Rush","Jacob's Ladder - Live In The UK / 1980",525866,"No","2TopG23L99udLqGBX4uufb"
"2022-01-26 15:57","Rush","Broon's Bane",96826,"No","5HRsMfZ3FA0kDa3FeyVIU6"
"2022-01-26 16:02","Rush","The Trees - Live In Canada / 1980",289533,"No","6HLuIZTsFcNYsgUm2sJAY9"
"2022-01-26 16:14","Rush","Xanadu - Live In Canada / 1980",729306,"No","15NLj0AfgiTEiQRZdTLmmE"
"2022-01-26 16:19","Rush","Freewill - Live In Canada / 1980",331133,"No","7igf6UOKN2h1KeeyV1Nq4b"
"2022-01-26 16:24","Rush","Tom Sawyer - Live In Canada / 1980",296030,"No","0T4mou3SNprK2yH4OniuyL"
"2022-01-30 22:47","Rush","La Villa Strangiato - Live In Canada / 1980",577333,"No","0Qb4d2bkSxltDT8kustnOO"
"2022-02-16 23:59","The Who","Bell Boy",296440,"No","0DkCOLwvtxVPs3ri0XbDLK"
"2022-02-17 00:07","The Who","Doctor Jimmy",501100,"No","1NwZEoDB9oQOH2UnRgDMX2"
