"artistName","trackName","isPodcast","id"
"Data Hackers","Tendências de Data Science para 2019","Yes","null"
"David Bowie","Life on Mars?","No","5URpMAb54ke5nwHFe93Xmb"
"David Bowie","Space Oddity","No","6kEyuKmF4kZylB5LcuRd8Y"
"David Bowie","Starman","No","28FBXPS2VWWvp6eMU6JL3o"
"David Gilmour","Echoes","No","4RzUcGT0RAmyeEe5wmvz88"
"Deep Purple","Black Night","No","7yn7rpRvg6XCq10B94etIp"
"Deep Purple","Highway Star","No","4gVTozEmzwAUXpwj3jEetX"
"Deep Purple","Perfect Strangers","No","2JhJOPGvtqMpj5RQC8cIYf"
"Deep Purple","When A Blind Man Cries","No","2VpWlosniF04Stk8W9BZll"
"Dio","Don't Talk To Strangers","No","4VQeQlaSsAfP8fmZynnb7q"
"Freddie Mercury","Barcelona","No","07rjmFuB0I2O1UuIPnu6Qj"
"Freddie Mercury","Living on My Own","No","7M8uS1GRmHVZShFuaGKaY4"
"Freddie Mercury","The Great Pretender","No","7m1JSCGnmorA3tjtWJpDj4"
"Geddy Lee","My Favorite Headache","No","4yKWUl2WR327Ol0MNzOD5B"
"Geddy Lee","Runaway Train","No","3cFUgGMpaynZHiuEqv48qn"
"Geddy Lee","The Angels' Share","No","1mAFKniHLRQSpd8wWani14"
"Geddy Lee","Working at Perfekt","No","10kUVvy3damVfxFRABXKkB"
"Histórias em Inglês com Duolingo","Comfort food","Yes","null"
"Horizonte De Eventos","Horizonte de Eventos","Yes","null"
"Howlin' Wolf","Spoonful","No","7j02rdE5RVtNcNMuLGY5SS"
"Joelma","Botar Pra Chorar","No","6rhuSXgoD3A34u7W6N54Oc"
"Led Zeppelin","Babe I'm Gonna Leave You","No","7m1qOvGJOhAWd00dUfq2mn"
"Led Zeppelin","Black Dog","No","3F3hmyDVsfNAzCXCfVMIv0"
"Led Zeppelin","Celebration Day","No","0H3Z24wgVfdl2YeQJvZfJM"
"Led Zeppelin","Communication Breakdown","No","3MKWTqACZYmbKmoLDBmoVt"
"Led Zeppelin","Dazed and Confused","No","3oQmhSFOyQx8v1qf0shHNP"
"Led Zeppelin","Friends","No","7gqmwUh6nk9KFyjAPifJlj"
"Led Zeppelin","Gallows Pole","No","26EevkzlKOnKeeeFtsPsql"
"Led Zeppelin","Going to California","No","7x2UCrhyXgeeDiLIeg29d6"
"Led Zeppelin","Good Times Bad Times","No","7zqYR0ke1rSZxQYkMUorCM"
"Led Zeppelin","Heartbreaker","No","2vOgQcXtjY7J0LVRXeqYpK"
"Led Zeppelin","Hey, Hey, What Can I Do","No","0ylE7gAbnYkkzt8LhyZdoT"
"Led Zeppelin","Immigrant Song","No","5GpPnZgfycTTzBksvGQsas"
"Led Zeppelin","In My Time of Dying","No","4ojX1Nce4VlOsmHbpOD0ht"
"Led Zeppelin","Kashmir","No","6K5R5Apnthfr9UvWeNWKC5"
"Led Zeppelin","Nobody's Fault but Mine","No","5ucXfilvtzz7pZslFn8a3n"
"Led Zeppelin","Out on the Tiles","No","0dpL8X7a0RLu7rsTO9Ex7y"
"Led Zeppelin","Ramble On","No","6j5zFSiZO1BZmTl9RZ0Xc0"
"Led Zeppelin","Rock and Roll","No","2Glp2agSlMNslCznis3bTf"
"Led Zeppelin","Since I've Been Loving You","No","6Jp7OBQu2quohZ3V9Xlma9"
"Led Zeppelin","The Song Remains the Same","No","2e61kmae4HhbuS9hYONQ0A"
"Led Zeppelin","When the Levee Breaks","No","3vb4WlnT1gCHCqWnL7MsIB"
"Led Zeppelin","Whole Lotta Love","No","2SGaFY7FVT7vpXzhDx4XPR"
"Pink Floyd","Another Brick in the Wall, Pt. 2","No","4gMgiXfqyzZLMhsksGmbQV"
"Pink Floyd","Comfortably Numb","No","5HNCy40Ni5BZJFw1TKzRsC"
"Pink Floyd","Dogs","No","2jvuMDqBK04WvCYYz5qjvG"
"Pink Floyd","Fat Old Sun","No","5qlckstqDQ2RskL0SJsDYx"
"Pink Floyd","High Hopes","No","5a4MgIUSf9K8wXLSm6xPEx"
"Pink Floyd","If","No","63brgJhrcNFW8ncUhM1mhG"
"Pink Floyd","Money","No","0vFOzaXqZHahrZp6enQwQb"
"Pink Floyd","More Blues","No","4p1qtNoktFkDJy2oeXHmYi"
"Pink Floyd","Pigs","No","0gEaeqVRHPzRc7HMXtOKc7"
"Pink Floyd","Pigs on the Wing 1","No","19tHmIQsRnebkyK09m2UXE"
"Pink Floyd","Sheep","No","55e99bv2wlgTYtNEYHWtN1"
"Pink Floyd","Shine On You Crazy Diamond","No","01oeshlnI7gchG1pt7PS76"
"Pink Floyd","Time","No","3TO7bbrUKrOSPGRTB5MeCz"
"Pink Floyd","Wish You Were Here","No","6mFkJmJqdDVQ1REhVfGgd1"
"Queen","'39","No","0kIpcu3DQacQObHVyra9Jx"
"Queen","A Kind Of Magic","No","74QzobuYWH5BHMTrW9X7Yu"
"Queen","All Dead, All Dead","No","2TZFIU3tMAQNhMfcFWPTUb"
"Queen","Another One Bites The Dust","No","5Lsg8jlCoTyxRch9LvJo3E"
"Queen","Ay","No","5nv5hodQpAMoT2PqSVmakE"
"Queen","Bicycle Race","No","5rQKjP9forn7JVuiZBj6eZ"
"Queen","Bohemian Rhapsody","No","6l8GvAyoUZwWDgF1e4822w"
"Queen","Breakthru","No","6a4cMRwVA0z8FETARH7PTc"
"Queen","Cool Cat","No","1xD8LOLKZTBWp7SXQrUANX"
"Queen","Crazy Little Thing Called Love","No","6aU0F03DR257LCPAXjtg42"
"Queen","Death On Two Legs","No","3goduURDLxG5xVKC1geLtB"
"Queen","Don't Stop Me Now","No","43DHLzDkncpby82Po5jlOZ"
"Queen","Dragon Attack","No","6GT9NVRrfjQFJvanUnBP5W"
"Queen","Drum And Tympani Solo","No","108CEUGyglECilQb3o1jec"
"Queen","Fat Bottomed Girls","No","0NZ90au4uU11IkvReTOGYJ"
"Queen","Flash","No","6tYYT8zNxkadSCujCdR6Ur"
"Queen","Forever","No","00QAndVDVfNqNWYdWAhEan"
"Queen","Friends Will Be Friends","No","0Qnog91b8rD28SXhtBeBOH"
"Queen","Get Down, Make Love","No","4Bgluc807xGpxehxW6Uvn7"
"Queen","God Save The Queen","No","76S0Oy6sFz1fg8dQP5QTpQ"
"Queen","Good Old","No","1mnQiO568zXIrUncttTZGp"
"Queen","Guitar Solo","No","668edfhvN0OKWx6kc1bFeb"
"Queen","Hammer To Fall","No","2GCFcbxm61rSA8gzsDk6NJ"
"Queen","Headlong","No","21YZVlxpUNaZ136Shhm7FE"
"Queen","Heaven For Everyone","No","7Lyci2dYU5I7Rgl1Gxgc7q"
"Queen","I'm Going Slightly Mad","No","0sA5xCFx2bF3jrz5Y5r0m1"
"Queen","I'm In Love With My Car","No","4LdDKiaHx5B1VCocUY2ppn"
"Queen","I Can't Live With You","No","3MjXl9LMQFEbXa09w914d7"
"Queen","I Want It All","No","0GQo5VkiurD6HnVpaCNeMf"
"Queen","I Want To Break Free","No","25H6P7a94WUr5102lC6TNI"
"Queen","I Was Born To Love You","No","3K1Z590k8xkKWcyWjDUL2S"
"Queen","Innuendo","No","1dG4lTOVFu8RkSzybolp7o"
"Queen","Intro","No","1fzQ32qjWi45u1hPcNM0Hw"
"Queen","It's A Hard Life","No","5Uzgm4svJMIZq7fNXeDfEr"
"Queen","It's Late","No","20tTHycMGXBlar5C0sOw0H"
"Queen","Jailhouse Rock","No","1ow6RtvSgueeJi8kpdLk3c"
"Queen","Keep Yourself Alive","No","6WKoOXecrcYW8RmerNCxFB"
"Queen","Killer Queen","No","6hvpwZPS3x3XSv57qYWiUR"
"Queen","Las Palabras De Amor","No","4ySzMx9MJDmPQyjdXuNP3s"
"Queen","Lazing On A Sunday Afternoon","No","1qPQZ80itCW6kHAOfCccnq"
"Queen","Let Me Entertain You","No","3La5LAAtOfriFxZi97ybSK"
"Queen","Let Me In Your Heart Again","No","5dNb4EJQbzYONcP1HGZRIe"
"Queen","Let Me Live","No","5xksN73zPWG6l5jyOnQBCM"
"Queen","Liar","No",NA
"Queen","Love Of My Life","No","40fLjod5rvRpSgWAvAelXm"
"Queen","My Fairy King","No","5KvOmjiGxUcpkJvKCzHufN"
"Queen","No One But You","No","5btB0bp2D0N3fCkifI8vFi"
"Queen","Now I'm Here","No","2R8xlQtomjh07jgexGp6rJ"
"Queen","One Vision","No","4BB3Itr3YETOKFURnC28Ld"
"Queen","Party","No","13xg3nvQZajbPIi4GtoegH"
"Queen","Play The Game","No","6hyjl7z58fwPpx8273ilOC"
"Queen","Princes Of The Universe","No","0vr93BPFtjbXMj8ySn80tj"
"Queen","Radio Ga Ga","No","2jAc9KIQ9XoZxkydXh3MVh"
"Queen","Ride The Wild Wind","No","7rkrEyowp24CGvy0vE3snq"
"Queen","Save Me","No","5xDFYRukUOamdjnFoM3RoW"
"Queen","Seven Seas Of Rhye","No","1e9Tt3nKBwRbuaU79kN3dn"
"Queen","Sheer Heart Attack","No","51WaksrkxDnWH13oabHpJ1"
"Queen","Sleeping On The Sidewalk","No","4POnIp2RNhXnpn8aoVxIQo"
"Queen","Somebody To Love","No","6cFZ4PLC19taNlpl9pbGMf"
"Queen","Spread Your Wings","No","0MqUyrjDnnEKSyDJbFRZGg"
"Queen","Stone Cold Crazy","No","00moD4PXcXHnshxk8ljkgi"
"Queen","Thank God It's Christmas","No","3cEeI20ZGyNMMsRNIAPnlg"
"Queen","The Hero","No","1KUBC2Wy6DGtID7EZnO5TU"
"Queen","The Invisible Man","No","0kf46oObVRf3L51fHIojEm"
"Queen","The Miracle","No","3mT0VfxsucvDg7DpzB0fcy"
"Queen","The Show Must Go On","No","3m86qx7aIeqFcYcQ1UXUvP"
"Queen","These Are The Days Of Our Lives","No","0RAXNWy8uixVy6gC5CXPbf"
"Queen","Tie Your Mother Down","No","5iizMR06EEjsYFFuJmxfVI"
"Queen","Too Much Love Will Kill You","No","59xNhKR4abaCKdHzIxTApc"
"Queen","Under Pressure","No","1mSClObliRtgPVT399COQH"
"Queen","We Are The Champions","No","4kzvAGJirpZ9ethvKZdJtg"
"Queen","We Will Rock You","No","0a9sd6MEXZXIPHk0fAxpZ4"
"Queen","Who Wants To Live Forever","No","22KvnSgCUY8ix8riybbYiI"
"Queen","You're My Best Friend","No","4NpUDa36KfCZ7cDBfVY08Q"
"Queen","You Don't Fool Me","No","5K7JrTWUDr7R0paSy4rVYh"
"Rainbow","Man On The Silver Mountain","No","52bzQkgk8TznulGvKOPQTK"
"Rainbow","Since You Been Gone","No","6xq5DxZWGgdStAxGAil0yw"
"Rainbow","Stargazer","No","1aDNYyeU62BuQsBAY18i48"
"Roger Taylor","Sunny Day","No","3n3dOTV7F5AOuE2mA5K57m"
"Rush","2112","No","5H8xFHau0x3PI1CssO6EaX"
"Rush","A Farewell To Kings","No","4Ilt9N2XASXY60DSEitW5K"
"Rush","A Passage To Bangkok","No","1p9hRNRKVFPuYv0ADlkl1l"
"Rush","Afterimage","No","1zS3nK868x59ewPAzXat4y"
"Rush","Alien Shore","No","4uh2XykjwusuI5FGroB7Ay"
"Rush","Anagram","No","5gjLmSIlvHJjCN7qKTnoqi"
"Rush","Animate","No","0rdJpnhnW4apSXGEyW8epP"
"Rush","Anthem","No","481S5BKOolPHU4VDkDBHqn"
"Rush","Armor and Sword","No","6ZXtAlyP1lNWfIJ2faQvwP"
"Rush","Available Light","No","2cGFkKCnNlehBR2CKkjXAF"
"Rush","Bastille Day","No","2fsFnXtYfu3xkz9QXj1pZs"
"Rush","Before And After","No","2ix7QGz7AtP7adFF52EDW6"
"Rush","Beneath, Between & Behind","No","0bh40rcAYgtvLgS77L9SRi"
"Rush","Best I Can","No","4In36toej4JkNAPn24Jk88"
"Rush","Between Sun & Moon","No","4M8k3O09ksiX6CTDWiDpEr"
"Rush","Between The Wheels","No","78483g1DX5kIjyRnsGzxo3"
"Rush","Big Wheel","No","5IAevkIuxBJd3y6gGxALMw"
"Rush","Bravado","No","7sG6Tp1Oyul64gFFU55iRy"
"Rush","Bravest Face","No","5rlyubwWC7PSllji9QWVVN"
"Rush","Broon's Bane","No","5HRsMfZ3FA0kDa3FeyVIU6"
"Rush","BU2B","No","6CiPGcWJ3YykntxFjaaOJH"
"Rush","BU2B2","No","3zkVj459Ihoe84z3C7qlqY"
"Rush","By","No","0hRJNNyjoIlRcrgYVypM2Y"
"Rush","Caravan","No","4WW7Uaek3bzeODiZhE3PSK"
"Rush","Carnies","No","1E67jlQYbkbYwAuYBUM3k4"
"Rush","Carve Away the Stone","No","6zsMoyRa9nhT6IaAIHejQw"
"Rush","Ceiling Unlimited","No","0t7XMkbixxJOHaYoNP010X"
"Rush","Chemistry","No","4J5sWlkO9gnR5o9wXwC9Ba"
"Rush","Cinderella Man","No","2qnPNuQseD2NvWo88MCVGu"
"Rush","Circumstances","No","4lShKS7ee6aoC8hbUVOhYG"
"Rush","Clockwork Angels","No","0mhh1nYcfI2uKkCaxKdGYT"
"Rush","Closer to the Heart","No","2Cx4yqMFQuIhUg6X6NtFOS"
"Rush","Closer To The Heart","No","4u3oXuVeOGoByIMz9pnOKf"
"Rush","Cold Fire","No","6xJ1reaLC6A1KcK7NhIKLl"
"Rush","Countdown","No","2rIyuURzVLDjENwkmhZ5Gf"
"Rush","Crossroads","No","0VX5SeVK2VbE7QCmckXUaP"
"Rush","Cut to the Chase","No","0IQyuH6r2C2rRHZqp3wiwZ"
"Rush","Cygnus X","No","7xxZUTxxlkiFEMzL6lYXtF"
"Rush","Different Strings","No","2BlPpQDClWGXuYttAmQcBY"
"Rush","Digital Man","No","1ZhhIn96uDxZrPeYinban3"
"Rush","Distant Early Warning","No","1bVnRjdVprR6ZoT67DBxML"
"Rush","Dog Years","No","73vRr6iK9cYdtq6UUBDV6C"
"Rush","Double Agent","No","43kNCjDBX9dRKO5LSC2Wsc"
"Rush","Dreamline","No","4fW8PJ4ks1DEnBMSZAskuG"
"Rush","Driven","No","22ZNL38S5L7YukBzmdOEmh"
"Rush","Drum Solo","No","7BR0IslolpW7cU95e66cww"
"Rush","Earthshine","No","1HMiAvNM0klyxplKlwL200"
"Rush","Emotion Detector","No","4BG64Z9i4XACK6IRWmgIKO"
"Rush","Entre Nous","No","3JZDax8w9XaM2SXVim3lxd"
"Rush","Everyday Glory","No","69t7DsYDpR8OnIgyvoOoTW"
"Rush","Face Up","No","2lC01cXkzlE8YHnyxZpIGu"
"Rush","Faithless","No","2JSwj8qqQZtL5hRcS66IA3"
"Rush","Far Cry","No","4oln108lelSadoqEFlwCZi"
"Rush","Finding My Way","No","6POxVhw9vbWKn4vXrLo3St"
"Rush","Fly By Night","No","54TaGh2JKs1pO9daXNXI5q"
"Rush","For What It's Worth","No","3HIvUCPsvELgIW7GNrXyK5"
"Rush","Force Ten","No","2B36scXmm2xG35ILOJMmxf"
"Rush","Free Will","No","0l8rsbuxi5ui2xDoJcY8sm"
"Rush","Freewill","No","2XwYeBzumtjxVbFWwhJpsy"
"Rush","Freeze Part IV of Fear","No","23eDYjECeAjGDkHAdBArkx"
"Rush","Ghost of a Chance","No","0uYvO71Uj1ysX89V5Do3Yp"
"Rush","Ghost Rider","No","6fBVFj2Bg9mo4AsPgsDHYw"
"Rush","Good News First","No","4vGv5xaIUgmzycJlUQXpSp"
"Rush","Grand Designs","No","3C3DdjdRkkBzVfX3uK7Jdf"
"Rush","Half the World","No","6drHXrgfLNYOJilS6FXeNr"
"Rush","Halo Effect","No","6oZJhVw9oYz6MN1SBMPYFu"
"Rush","Headlong Flight","No","2K0tmrLNQFWAPFXdxOmHn8"
"Rush","Heart Full of Soul","No","3VtrcsvEp3RIwg87GOui3q"
"Rush","Hemispheres","No","2PmZQXV2MdrIKgSKVXdWSd"
"Rush","Here Again","No","1q8VMNy2RTTl7dZhVIU6hk"
"Rush","Heresy","No","5NLvbki7VVHdfijSsEOPQl"
"Rush","High Water","No","2BEr51Zq9qSL55rGOCXmPP"
"Rush","Hope","No","3aAB9ANGuZSVnz1wUHStOh"
"Rush","How It Is","No","5R61KVtwmPQtejzALcEEwU"
"Rush","I Think I'm Going Bald","No","69XM8H8if0YrYAAwW08fKA"
"Rush","In The End","No","2T6lFb6HFAOkkOnphgwA2R"
"Rush","In The Mood","No","2CB4yzH1SBr0q85YniII0M"
"Rush","Jacob's Ladder","No","341PPpWkAUkEQeIdQQDGTo"
"Rush","La Villa Strangiato","No","4CyElmiM9EF9aURGWlPZLi"
"Rush","Lakeside Park","No","7f5bnrMNHpGpWYqHMIb3Nb"
"Rush","Leave That Thing Alone","No","2qvNzvfmy5nReCFhYHK6x3"
"Rush","Lessons","No","0hB7p4rUwkpVyNifHxTXXT"
"Rush","Limbo","No","35XwX1IZX2A3pURMSrRyrT"
"Rush","Limelight","No","0K6yUnIKNsFtfIpTgGtcHm"
"Rush","Lock And Key","No","6JyLquq5aQde75cezBnw6P"
"Rush","Losing It","No","7l4um9WaXEJOpYmkrXsPsE"
"Rush","Madrigal","No","5z7Pdf3CNlauRJkBSihT6v"
"Rush","Making Memories","No","2qxfjiwmOcxaepHaGqhRjR"
"Rush","Malignant Narcissism","No","4nmEn8BaHCNLwvHcwAzhaU"
"Rush","Manhattan Project","No","3uQDfCKlwfK9Yz10JFcsC7"
"Rush","Marathon","No","2P0x26YpGzXDddtQEc171e"
"Rush","Medley","No","3e0KuLvoVxvTdfewVq7VcP"
"Rush","Middletown Dreams","No","4UbZmqYEzT5vn4UrPzAHu9"
"Rush","Mission","No","0q6kL6JEfoGbozD1rjG7NY"
"Rush","Mr. Soul","No","5dkfF6T8QH5myWNt7GUHeo"
"Rush","Mystic Rhythms","No","3wBqON2EX3QFDyFLvl1Tcv"
"Rush","Natural Science","No","3sFgH9hqMB6cySLWJOGAJ4"
"Rush","Need Some Love","No","4ssrDczLOdo1veDL3LgHwI"
"Rush","New World Man","No","2l1AraumK6y3VUwi8Bw7iJ"
"Rush","Nobody's Hero","No","0xcA7LflHSiDPV74zs0s3b"
"Rush","Nocturne","No","7rcG5Md3kcuLly1F6v0hOs"
"Rush","O'Malley's Break","No","0eTOcyfTqfutyBWbbAD6Yh"
"Rush","One Little Victory","No","7CI5bgWO8RzDbiKOCN8407"
