"trackID","artistName","trackName","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"3I7a9joX0lJnK9XzE38GnD","Led Zeppelin","Heartbreaker - Remaster",0.397,0.723,2,-9.197,1,0.0884,0.0701,0.0703,0.142,0.543,96.894,255507,4
"4OMu5a8sFpcRCPCcsoEaov","Led Zeppelin","Babe I'm Gonna Leave You - 1990 Remaster",0.404,0.435,4,-12.045,0,0.0323,0.246,0.00074,0.156,0.156,136.058,401067,4
"3mT0VfxsucvDg7DpzB0fcy","Queen","The Miracle",0.285,0.553,1,-8.914,1,0.0301,0.19,0,0.557,0.503,92.079,301507,4
"5h8VCUC8qNsQV9b9wQECIP","The Who","The Seeker - Live",0.404,0.925,2,-5.115,1,0.0511,0.0533,1.51e-05,0.942,0.48,87.349,236533,4
"6xq5DxZWGgdStAxGAil0yw","Rainbow","Since You Been Gone",0.733,0.726,7,-6.514,1,0.0371,0.379,2.58e-06,0.471,0.915,120.814,197160,4
"1uqGSvSc207Zlgi4sGr9RQ","Rush","Time Stand Still",0.529,0.937,4,-7.832,1,0.046,0.043,0.0302,0.333,0.611,138.292,308867,4
"1Nm0NUfjWX24m2XcXxDuRV","Queen","We Will Rock You - Live At The Montreal Forum / November 1981",0.376,0.964,9,-4.897,1,0.142,0.00122,0.00367,0.421,0.188,176.126,129333,4
"3SwdcJRPH4kjjmzUatIYeN","Queen","Let Me Entertain You - Live At The Montreal Forum / November 1981",0.219,0.982,11,-4.186,0,0.232,0.00043,0.000106,0.996,0.255,78.524,168693,4
"4nUzLcZnf9KTgFBF4OHmjp","Rush","Circumstances - Snakes & Arrows Live Version",0.233,0.914,5,-4.019,1,0.0433,3e-04,0.0166,0.983,0.341,122.648,226880,3
"11QhEeBAaECrOByMXCC05S","Yes","Leave It - Single Remix",0.693,0.841,5,-5.3,1,0.0317,0.569,0.000414,0.28,0.73,100.069,232440,4
"4M3r1md8u4zyOf3DK0l9vQ","Black Sabbath","Neon Knights",0.353,0.975,8,-5.275,1,0.081,0.00108,7.12e-05,0.301,0.434,99.004,236867,4
"6ccKlJPi79MInHPAcCioj5","Rush","Red Barchetta - R30 Live Version",0.231,0.96,2,-2.935,1,0.0655,0.000306,0.0146,0.984,0.215,140.456,409827,4
"41BwRC6nMwRsJddPyEkzqS","Queen","Friends Will Be Friends - Live At Wembley Stadium / July 1986",0.316,0.896,5,-3.5,1,0.0589,0.387,5.15e-05,0.89,0.47,151.592,126200,4
"0nUCaKwNqO5whVAhEX1A1R","Queen","Spread Your Wings - Remastered 2011",0.395,0.656,9,-6.462,1,0.0329,0.29,2.72e-05,0.0624,0.487,174.782,274227,4
"4m2777ISaagzK1T38oq1Uf","Rush","Dreamline - Snakes & Arrows Live Version",0.249,0.931,9,-3.284,1,0.0641,0.00536,0.311,0.987,0.382,143.627,315880,4
"5FYslb39kAXnPmxSsJyzC5","Queen","Bicycle Race - Remastered 2011",0.386,0.673,10,-6.482,0,0.0953,0.0641,0,0.0835,0.606,168.358,180813,4
"0rxOukzmqEBM9u4L84Z9bm","Yes","Long Distance Runaround",0.619,0.404,0,-9.927,1,0.0356,0.29,0.00402,0.777,0.859,92.556,210200,4
"2nVHqZbOGkKWzlcy1aMbE7","Led Zeppelin","Kashmir - 1990 Remaster",0.48,0.536,2,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617,508200,3
"5LAR2sW7fNWoSOci6i25Bv","Led Zeppelin","Dazed and Confused - Live: O2 Arena, London - December 10, 2007",0.258,0.63,7,-12.42,1,0.0561,0.00107,0.576,0.968,0.15,106.409,704173,4
"1P83JLGQz1XXCJ5hTMGRMY","Brian May","Driven By You",0.528,0.887,0,-6.437,1,0.0574,0.0259,0.000269,0.133,0.61,131.978,249800,4
"0l8rsbuxi5ui2xDoJcY8sm","Rush","Free Will",0.346,0.838,0,-8.413,1,0.0327,0.00827,0.451,0.497,0.791,159.328,310776,4
"0hB7p4rUwkpVyNifHxTXXT","Rush","Lessons",0.578,0.856,2,-6.613,1,0.0523,0.0552,0.000687,0.0825,0.512,112.883,232533,4
"3goduURDLxG5xVKC1geLtB","Queen","Death On Two Legs",0.331,0.642,7,-11.849,1,0.0747,0.238,0.000612,0.449,0.355,136.797,213240,4
"4NpUDa36KfCZ7cDBfVY08Q","Queen","You're My Best Friend",0.381,0.133,0,-20.341,1,0.0529,0.975,0.937,0.116,0.327,213.932,145213,4
"1MKMMux7dQp4TW3xWO0wxu","Queen","Under Pressure - Rah Mix",0.669,0.818,2,-6.329,1,0.0577,0.105,0,0.0784,0.649,120.023,248667,4
"2Qo5Bpb4Chv3KHhQn4dGWl","Blue Öyster Cult","Nosferatu",0.362,0.765,0,-9.337,1,0.0316,0.0225,0.0309,0.416,0.398,97.844,321480,4
"4LH2OsCBtFweBHUddAtfpL","Rush","Secret Touch",0.471,0.805,11,-6.99,0,0.0435,0.00219,0.853,0.161,0.623,130.099,386659,4
"2vOgQcXtjY7J0LVRXeqYpK","Led Zeppelin","Heartbreaker",0.328,0.918,7,-4.953,1,0.135,0.109,0.732,0.95,0.364,93.997,350253,4
"3S0KgMao9oX73ka3QZe5mM","Yes","To The Moment",0.522,0.768,11,-5.847,0,0.0293,0.0026,0.0196,0.0504,0.235,113.965,372683,4
"0eTOcyfTqfutyBWbbAD6Yh","Rush","O'Malley's Break",0.315,0.319,2,-14.874,1,0.0324,0.775,0.986,0.44,0.307,136.822,93827,3
"1r7vq4DirmrHDi3tweUFOS","Rush","Subdivisions - Snakes & Arrows Live Version",0.349,0.934,11,-4.477,0,0.0427,0.000648,0.109,0.871,0.261,130.167,343320,3
"7LHp6fGj4lG47lNceQ0Ltc","Rush","Turn The Page",0.441,0.927,9,-8.508,1,0.0626,0.101,0.0139,0.113,0.538,160.048,295107,3
"02aF3npr51MbXFKvailv0m","Rush","Heart Full of Soul - R30 Live Version",0.391,0.837,9,-4.663,0,0.0392,0.795,1.43e-05,0.912,0.421,132.956,164667,4
"0dpL8X7a0RLu7rsTO9Ex7y","Led Zeppelin","Out on the Tiles",0.388,0.957,9,-4.7,1,0.122,0.00488,0.216,0.713,0.435,91.172,225520,4
"16fE6ktt6921sqMSGqVu6t","Yes","From The Turn Of A Card",0.596,0.417,0,-11.753,1,0.0261,0.635,3.39e-06,0.106,0.364,109.984,207078,3
"2jAc9KIQ9XoZxkydXh3MVh","Queen","Radio Ga Ga",0.752,0.375,5,-12.966,1,0.0358,0.151,0.000481,0.143,0.632,112.415,348173,4
"6irDrtUhdFiX9LA9GArzue","Rush","Roll the Bones - R30 Live Version",0.222,0.974,7,-2.722,1,0.138,0.000699,0.412,0.854,0.234,105.699,382373,4
"5a4MgIUSf9K8wXLSm6xPEx","Pink Floyd","High Hopes",0.519,0.413,0,-12.535,0,0.0251,0.205,0.152,0.351,0.267,75.219,510965,4
"2K2M0TcglCRLLpFOzKeFZA","Cream","Sunshine Of Your Love",0.683,0.594,2,-8.289,1,0.0347,0.385,8.61e-05,0.121,0.734,115.099,250400,4
"3du4jW0U3gnOVZLf8uu8tC","Rush","Seven Cities of Gold (with Clockwork Angels String Ensemble) [Live on Clockwork Angels Tour]",0.256,0.975,2,-3.897,1,0.0844,0.00357,0.00963,0.987,0.42,112.84,384000,4
"2VG9XGE8poa9PW5H33VOC2","Queen","Bijou - 2011 Remaster",0.229,0.389,2,-9.766,0,0.0376,0.93,0.429,0.353,0.0562,72.735,216867,4
"10cp7U1YadJDXLSkZoogKJ","Rush","Subdivisions (Live on Clockwork Angels Tour)",0.273,0.936,11,-4.115,0,0.0464,0.00204,0.386,0.97,0.23,134.533,339373,3
"5O2RLTMtltPJw1mrDPrCPh","Queen","A Kind of Magic - Live At Wembley Stadium / July 1986",0.28,0.953,2,-4.014,1,0.152,0.0653,0.0288,0.697,0.154,134.262,521373,4
"1ln6CwbRGcD4ppJis3Mm1I","Rush","The Spirit of Radio - R30 Live Version",0.174,0.985,4,-2.311,1,0.0847,5.45e-05,0.0213,0.714,0.434,136.471,305067,4
"5fMMakgV5fOEn8Q0cchxR8","Rush","Secret Touch - Rio Live",0.266,0.888,2,-7.658,1,0.0516,0.00011,0.734,0.592,0.256,133.102,420040,4
"5qItIJ3clfXYXPF8D9h0AQ","Rush","Ghost Rider - Rio Live",0.317,0.935,4,-6.871,0,0.0382,1.03e-05,0.15,0.873,0.38,133.027,336733,4
"1mSClObliRtgPVT399COQH","Queen","Under Pressure",0.659,0.545,2,-12.768,1,0.0514,0.394,0,0.0859,0.406,113.458,245507,4
"2OBofMJx94NryV2SK8p8Zf","Queen","Bohemian Rhapsody - Remastered 2011",0.392,0.398,0,-9.973,0,0.0515,0.256,0,0.195,0.236,143.587,355467,4
"78483g1DX5kIjyRnsGzxo3","Rush","Between The Wheels",0.455,0.884,9,-6.749,0,0.0525,0.00124,0.0187,0.06,0.359,144.53,344280,4
"19tHmIQsRnebkyK09m2UXE","Pink Floyd","Pigs on the Wing 1",0.664,0.171,7,-20.731,1,0.0452,0.3,0.001,0.264,0.378,128.631,84280,3
"1chxAv59LZcOE5FyrlUze2","Queen","You Don't Fool Me - Remastered 2011",0.591,0.829,4,-6.499,0,0.036,0.101,8.63e-05,0.385,0.574,121.964,324853,4
"7psfcbjfnXwYIezHstNa1a","Led Zeppelin","When the Levee Breaks - Remaster",0.271,0.766,5,-8.03,1,0.0329,0.00217,0.52,0.0707,0.803,142.914,428851,4
"3BQHpFgAp4l80e1XslIjNI","The Beatles","Yesterday - Remastered 2009",0.332,0.179,5,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.529,125667,4
"5vfoqFiW6wXwhwa7r523Iq","Yes","Long Distance Runaround - 2003 Remaster",0.625,0.446,9,-9.172,0,0.0389,0.306,0.0169,0.821,0.796,92.631,210267,4
"6rH0YAuAvw84F3ulahV10F","Rush","Tom Sawyer - Rio Live",0.22,0.926,9,-7.002,1,0.0492,3.68e-06,0.714,0.982,0.199,85.569,304667,4
"5ygL2ee5PAwG8ZnF1fTqlD","Rush","Seven and Seven Is",0.149,0.917,9,-3.455,1,0.0612,2.81e-05,0.000576,0.12,0.446,150.163,172133,4
"1u5wntFKJGbUjHxqLeEBu8","The Who","Who Are You - Live",0.415,0.923,9,-5.427,1,0.0558,0.236,0.00016,0.69,0.435,156.572,406240,4
"2xotP8SjH0db3jDohpUMbN","Rush","Crossroads - R30 Live Version",0.284,0.989,4,-2.049,0,0.123,0.0019,0.0208,0.446,0.418,137.505,193467,4
"6VVmDxxFYhIjB4lFy9nIBT","Rush","Witch Hunt - Live in Cleveland",0.221,0.902,5,-3.882,1,0.0554,0.00926,0.000222,0.976,0.348,119.892,282307,4
"5opmZXevhxRp0PJQkSpibl","Rush","The Main Monkey Business - Live R40 Tour",0.191,0.925,9,-6.118,1,0.0475,6.05e-06,0.742,0.969,0.606,165.537,367608,4
"2rIyuURzVLDjENwkmhZ5Gf","Rush","Countdown",0.514,0.895,9,-8.8,1,0.0403,0.0624,0.00531,0.911,0.328,131.755,350107,4
"17hEInF7YeiwSeCv8j1AOK","Rush","Time Stand Still - Live in Cleveland",0.362,0.925,4,-3.55,1,0.0402,0.0321,0.000424,0.974,0.524,136.162,316947,4
"3sHbfbXXWH0vxxzbeuqUtS","Rush","Mystic Rhythms - R30 Live Version",0.409,0.938,3,-2.848,0,0.0422,0.0153,0.000707,0.444,0.219,118.716,322533,4
"5RJizstczPZMmGryJVDYWO","Led Zeppelin","For Your Life - Live: O2 Arena, London - December 10, 2007",0.442,0.84,7,-9.332,1,0.0528,0.000119,0.513,0.768,0.472,89.958,400427,4
"1QEEqeFIZktqIpPI4jSVSF","Boston","More Than a Feeling",0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,4
"4usCLaZPkOxZUwcbtfKivq","Led Zeppelin","In My Time of Dying - Live: O2 Arena, London - December 10, 2007",0.241,0.873,0,-10.27,1,0.0625,5.41e-05,0.498,0.747,0.342,99.141,670787,4
"6lrh9jZ1xoMwoErgPSj2rY","Led Zeppelin","All My Love - 1990 Remaster",0.599,0.744,7,-8.72,1,0.0316,0.131,0.00275,0.0795,0.723,91.259,351267,4
"5Uzgm4svJMIZq7fNXeDfEr","Queen","It's A Hard Life",0.44,0.401,3,-12.207,1,0.0274,0.428,1.74e-06,0.116,0.293,82.351,249507,4
"13Wv5Sx8gm5fEkFSIauM5o","Led Zeppelin","Misty Mountain Hop - Live: O2 Arena, London - December 10, 2007",0.369,0.87,2,-7.267,1,0.0398,5.65e-05,0.0543,0.976,0.461,135.2,308333,4
"60C8zGPTdAAmDshHnMuyfc","The Who","Pinball Wizard",0.537,0.716,2,-8.766,1,0.038,0.0192,0,0.245,0.452,122.873,180943,4
"0r6z5bT124M4HrdwgdRFqH","The Who","Baba O'Riley - Live",0.335,0.843,5,-7.781,1,0.0937,0.162,0.0411,0.957,0.386,114.92,464960,4
"4vGv5xaIUgmzycJlUQXpSp","Rush","Good News First",0.523,0.905,0,-5.204,1,0.0344,0.000502,3.06e-05,0.129,0.531,109.926,290680,4
"108CEUGyglECilQb3o1jec","Queen","Drum And Tympani Solo",0.282,0.562,8,-11.564,1,0.0466,0.0542,0.845,0.0846,0.34,82.39,180067,4
"6VU8d2TR0vwuiJZafGE5ro","Rush","Natural Science - Rio Live",0.151,0.924,4,-7.199,0,0.0834,6.69e-05,0.493,0.912,0.193,159.725,514507,4
"0PQdxnf0ddYp6lnHB81db8","Rush","Headlong Flight (with Clockwork Angels String Ensemble) / Drumbastica [Drum Solo] [Live on Clockwork Angels Tour]",0.152,0.973,0,-4.015,1,0.0993,0.00421,0.172,0.968,0.199,89.362,497173,4
"1SDiiE3v2z89VxC3aVRKHQ","Led Zeppelin","Since I've Been Loving You - Remaster",0.393,0.364,5,-10.945,0,0.0345,0.0021,0.0703,0.121,0.308,118.566,444148,3
"1qh1S0qyGMTcOQsPmSYgyP","Queen","(You're So Square) Baby I Don't Care - Live At Wembley Stadium / July 1986",0.271,0.935,3,-4.405,1,0.16,0.641,0.0033,0.716,0.377,198.898,96227,4
"2KtpzJOCmJa29vBLwDUGHQ","Black Sabbath","Evil Woman",0.606,0.562,5,-12.343,1,0.0358,0.00631,4.29e-06,0.114,0.704,137.215,202013,4
"3ic2qPIZNSoWB2VoEyrKf7","Rush","Limelight - R30 Live Version",0.304,0.981,4,-2.431,1,0.0865,5.8e-05,0.0407,0.95,0.357,130.706,297760,4
"7m1qOvGJOhAWd00dUfq2mn","Led Zeppelin","Babe I'm Gonna Leave You",0.454,0.532,5,-7.063,1,0.0322,0.192,0.00457,0.0936,0.182,121.131,442915,4
"4POnIp2RNhXnpn8aoVxIQo","Queen","Sleeping On The Sidewalk",0.617,0.636,4,-11.376,1,0.0269,0.507,0.000525,0.455,0.692,129.323,186800,4
"2qxfjiwmOcxaepHaGqhRjR","Rush","Making Memories",0.644,0.701,7,-10.085,1,0.0358,0.0119,0.00529,0.146,0.716,111.193,177707,4
"5K2f668Ts9AHQmYIWc8H5Y","Queen","I Want to Break Free - Live At Wembley Stadium / July 1986",0.429,0.952,4,-4.326,1,0.119,0.168,0.0151,0.974,0.281,117.987,214200,4
"251aFD82kJ2eCfvozNQB6b","Queen","Somebody To Love - Remastered 2011",0.478,0.692,8,-7.015,1,0.0559,0.19,0,0.0629,0.398,112.549,296453,3
"1aDNYyeU62BuQsBAY18i48","Rainbow","Stargazer",0.166,0.948,11,-8.503,0,0.0631,0.00374,0.0131,0.769,0.476,177.495,506160,4
"0vFOzaXqZHahrZp6enQwQb","Pink Floyd","Money",0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,382834,1
"4EuUgf9sogWvVSJxFJa5Y1","Freddie Mercury","The Great Pretender",0.283,0.517,7,-8.216,1,0.0321,0.212,0,0.224,0.21,104.098,206000,3
"1mAFKniHLRQSpd8wWani14","Geddy Lee","The Angels' Share",0.424,0.699,4,-6.704,0,0.0281,0.00593,2.91e-05,0.141,0.333,173.155,273578,4
"56FU6yh4O46jrAltLyY2zr","Rush","Where's My Thing",0.457,0.896,9,-10.762,1,0.0331,0.000204,0.705,0.108,0.625,131.41,229120,4
"2gWMoVFNTZh9ruiKoForBH","Rush","Dreamline - Rio Live",0.319,0.9,4,-6.435,0,0.0475,0.000303,0.582,0.97,0.455,144.834,310467,4
"27Q7kWMaykvYPR7k13zhcm","Rush","Jacob's Ladder - Live R40 Tour",0.252,0.739,7,-7.458,1,0.0425,0.000614,0.312,0.977,0.107,120.421,454273,5
"51WaksrkxDnWH13oabHpJ1","Queen","Sheer Heart Attack",0.343,0.868,10,-8.359,1,0.0628,0.00339,0.0103,0.402,0.464,92.249,205000,4
"2JhJOPGvtqMpj5RQC8cIYf","Deep Purple","Perfect Strangers",0.521,0.721,2,-7.699,1,0.0254,0.00348,0.0113,0.391,0.611,97.578,328427,4
"4rGARUpl294ILkRg1Ati1N","Rush","Neurotica - 2004 Remaster",0.597,0.876,9,-9.543,1,0.0341,0.0187,0.0094,0.174,0.73,121.205,280013,4
"3hwRLIop9mHDDhKF4IIdx0","Led Zeppelin","Since I've Been Loving You - Live: O2 Arena, London - December 10, 2007",0.37,0.539,5,-11.7,0,0.038,0.000134,0.437,0.986,0.0877,117.393,472253,3
"5cPpn5y3ar41GGd971CFEd","Rush","Presto - Live in Cleveland",0.401,0.913,0,-4.142,1,0.0424,0.0121,1.38e-05,0.909,0.444,113.693,392653,4
"6BEoEEmUhUEhHz8peI2keD","Rush","Animate - R30 Live Version",0.203,0.965,2,-2.664,0,0.0703,0.000145,0.0606,0.922,0.369,112.859,349507,4
"6kZsLcq0dKjKvFWOyY5gzt","Rush","Ghost of a Chance - 2004 Remaster",0.632,0.633,6,-10.646,0,0.0258,0.0136,0.0523,0.0824,0.685,121.192,319000,4
"3vCHmbyOgc6pgwLUWfU4pF","Queen","Somebody To Love - Remastered 2011",0.461,0.69,8,-6.958,1,0.0611,0.169,1.01e-06,0.113,0.353,110.915,296480,3
"6u5hqhR0SXezCXPWdE9fGO","Rush","Losing It - Live R40 Tour",0.255,0.691,3,-6.8,0,0.0413,0.00232,0.0328,0.881,0.332,126.767,355341,4
"4ojX1Nce4VlOsmHbpOD0ht","Led Zeppelin","In My Time of Dying",0.273,0.972,4,-4.78,0,0.147,0.00308,0.124,0.979,0.173,103.209,573973,4
"7aZuLqm3Ft8eUnzDYkJrXR","Blue Öyster Cult","When the War Comes Home",0.596,0.745,11,-9.708,0,0.0285,0.0537,0.00429,0.285,0.511,108.251,365680,4
"0gEaeqVRHPzRc7HMXtOKc7","Pink Floyd","Pigs",0.419,0.575,4,-12.22,0,0.0897,0.103,0.459,0.895,0.354,129.267,685880,4
"4p1qtNoktFkDJy2oeXHmYi","Pink Floyd","More Blues",0.473,0.163,2,-20.859,0,0.0386,0.26,0.707,0.11,0.138,145.852,132547,3
"0obmWHfI9tFZzWwFFbVatm","Rush","One Little Victory - Rio Live",0.2,0.948,2,-6.387,1,0.0598,1.14e-06,0.836,0.767,0.447,133.182,332333,4
"3QbnMRadaXqmlghaglLAit","Black Sabbath","End Of The Beginning",0.308,0.882,6,-4.039,1,0.0613,8.23e-05,0.0939,0.0949,0.168,123.859,486227,4
"0byXuuWqANcCoQgJjGKUCg","Rush","The Spirit Of Radio - Live R40 Tour",0.183,0.964,4,-4.412,1,0.072,3.73e-05,0.00582,0.989,0.37,137.859,303166,4
"2ix7QGz7AtP7adFF52EDW6","Rush","Before And After",0.32,0.773,9,-9.553,1,0.0606,0.016,0.0188,0.291,0.169,100.829,334600,4
"5fwDeXiddBrFU3zjTKsiZq","Brian May","Driven By You",0.531,0.901,0,-5.154,1,0.0581,0.026,0.00528,0.322,0.562,131.961,251987,4
"0d6toPSchGTRM7HOGGE8Sy","Blue Öyster Cult","Stand and Fight",0.609,0.872,2,-4.46,1,0.0323,0.000177,0.11,0.0797,0.571,116.049,288507,4
"43VpPL4lOvPdSxAOEGECgW","Queen","Get Down, Make Love - Live At The Montreal Forum / November 1981",0.308,0.797,3,-6.691,1,0.28,0.345,0.00353,0.973,0.141,97.808,285933,4
"3Wunwn44wcWRNB4zb03AvA","Led Zeppelin","Since I've Been Loving You - Remaster",0.388,0.356,5,-11.187,0,0.0348,0.00216,0.0762,0.139,0.338,118.199,444800,3
"11KIDPIj4gFZ43Q6szqAfB","Rush","Take A Friend",0.421,0.835,0,-9.415,1,0.0447,0.00995,0.00024,0.437,0.739,93.837,264067,4
"6cbBAD1AAYVaQR1cx89AZX","Rush","Witch Hunt",0.528,0.557,2,-10.342,0,0.0315,0.245,0.0156,0.0958,0.357,121.732,285533,4
"3nsUVlntPIksDvhHdZZhiu","Led Zeppelin","Black Dog - Remaster",0.407,0.866,4,-8.048,0,0.0996,0.4,0.0409,0.27,0.723,80.813,295507,4
"1DpppbKBTc83vX2sb3k3tc","Rush","Resist - 2004 Remaster",0.615,0.784,5,-6.945,1,0.0296,0.0332,0.0106,0.189,0.693,119.989,263373,3
"5HRsMfZ3FA0kDa3FeyVIU6","Rush","Broon's Bane",0.338,0.143,2,-24.002,0,0.0316,0.856,0.776,0.148,0.324,137.473,96840,3
"1mKmlYB7ZCJliS88OifG7U","Rush","Leave That Thing Alone - Rio Live",0.45,0.933,4,-6.97,0,0.0492,4.26e-05,0.866,0.848,0.559,119.952,299067,4
"4BB3Itr3YETOKFURnC28Ld","Queen","One Vision",0.472,0.859,2,-11.866,1,0.181,0.0793,0.000202,0.645,0.322,119.989,310667,4
"1WNsUrbjzUoe4cvBj7vMis","Rush","Leave That Thing Alone - Live in Cleveland",0.449,0.959,9,-5.276,0,0.0545,0.00162,0.837,0.922,0.58,119.865,313840,4
"2d7LPtieXdIYzf7yHPooWd","Sleeping At Last","Chasing Cars",0.467,0.157,11,-9.649,1,0.0336,0.974,1.46e-06,0.0816,0.277,108.13,242564,4
"76S0Oy6sFz1fg8dQP5QTpQ","Queen","God Save The Queen",0.371,0.994,8,-5.377,1,0.055,1.18e-05,0.339,0.173,0.17,75.444,199500,4
"16VhHtoaOjTU4AJBNSBNQ1","Led Zeppelin","Hey, Hey, What Can I Do - Remaster",0.468,0.858,1,-9.639,1,0.0543,0.166,0.000304,0.0807,0.526,77.987,236760,4
"5e2QOwClEMTm3M6tGKfupk","Rush","Roll the Bones - Rio Live",0.376,0.963,4,-6.297,0,0.0692,1.55e-05,0.825,0.967,0.243,110.082,375693,4
"668edfhvN0OKWx6kc1bFeb","Queen","Guitar Solo",0.287,0.693,7,-10.629,1,0.081,0.649,0.93,0.906,0.205,146.565,311187,4
"52Lz3HKBItvMWuSNDBixq3","Yes","It Can Happen",0.565,0.872,0,-6.447,1,0.0313,0.0288,0.000393,0.255,0.41,111.874,329507,4
"6pnwfWyaWjQiHCKTiZLItr","Pink Floyd","Shine On You Crazy Diamond (Pts. 1-5)",0.264,0.294,7,-11.941,0,0.028,0.772,0.686,0.107,0.0402,137.937,811077,3
"6ezVZ1BT2caoc10Y1ReWKr","Rush","Driven - 2004 Remaster",0.33,0.759,7,-7.62,1,0.0358,0.00422,0.00218,0.0505,0.53,99.956,266973,3
"6ZCkhQPdBtUzZPkkO1o9cx","'Til Tuesday","Coming Up Close",0.368,0.473,8,-14.943,1,0.0316,0.181,0.000251,0.0665,0.273,80.186,280000,4
"4HFRItYjNrcwT6Vbtbk2i4","Black Sabbath","Zeitgeist",0.484,0.252,3,-12.774,0,0.0321,0.816,0.0399,0.377,0.166,111.917,277787,4
"1pBFEy8cz0Fq4Pru0c4awd","Queen","Save Me - Remastered 2011",0.507,0.452,7,-6.8,1,0.0269,0.359,0,0.109,0.322,81.632,229920,3
"1NwZEoDB9oQOH2UnRgDMX2","The Who","Doctor Jimmy",0.367,0.64,4,-10.043,1,0.0441,0.21,0.354,0.114,0.288,146.699,515960,4
"5NLvbki7VVHdfijSsEOPQl","Rush","Heresy",0.598,0.783,4,-11.579,1,0.0285,0.00236,0.135,0.195,0.583,113.14,325440,4
"3uMmllZo1AfoEnVT4ENCD3","Deep Purple","Highway Star - Remastered 2012",0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,366136,4
"5gFmFd4WfrOZHo0Exji2nm","Rush","Der Trommler - R30 Live Version",0.403,0.957,6,-6.993,0,0.0946,0.03,0.827,0.967,0.477,130.728,541760,4
"21YZVlxpUNaZ136Shhm7FE","Queen","Headlong",0.595,0.747,2,-13.111,1,0.0509,0.247,3.68e-06,0.141,0.445,144.035,277640,4
"4In36toej4JkNAPn24Jk88","Rush","Best I Can",0.545,0.849,2,-8.639,1,0.0397,0.00152,0.418,0.412,0.839,142.012,205573,4
"1dpX5meBjFvqCv63x5nLnA","Rush","Manhattan Project (with Clockwork Angels String Ensemble) [Live on Clockwork Angels Tour]",0.337,0.933,2,-4.07,0,0.0507,0.124,0.00112,0.932,0.162,80.606,318600,4
"2Ms6U4wZLprr8k1t0AmHfp","Rush","The Spirit Of Radio - Live - Grace Under Pressure Tour",0.2,0.951,9,-4.715,1,0.0764,9.48e-06,0.141,0.991,0.399,139.51,293733,4
"78Uj2ZVdsds9yvJfAw1Qcq","Queen","Who Wants To Live Forever - Remastered 2011",0.177,0.35,4,-8.989,0,0.0334,0.585,0.00235,0.113,0.0388,71.601,315146,4
"59xNhKR4abaCKdHzIxTApc","Queen","Too Much Love Will Kill You",0.387,0.36,7,-9.497,1,0.0315,0.335,2.67e-06,0.111,0.2,73.331,260133,4
"35laqbxlOvmqXAHKl0Ur85","Queen","Hello Mary Lou (Goodbye Heart) - Live At Wembley Stadium / July 1986",0.312,0.96,1,-3.728,1,0.351,0.619,1.06e-05,0.78,0.262,95.251,110667,4
"2WftJgkBWBuP2KiRwrCZc8","Rush","Tom Sawyer - Live in Cleveland",0.31,0.932,9,-3.648,1,0.0571,0.00128,2.47e-05,0.857,0.252,86.576,293160,4
"1ZhhIn96uDxZrPeYinban3","Rush","Digital Man",0.466,0.877,6,-9.478,0,0.0451,0.0018,0.00713,0.0709,0.764,146.21,380933,4
"2SGaFY7FVT7vpXzhDx4XPR","Led Zeppelin","Whole Lotta Love",0.194,0.918,9,-3.271,1,0.104,0.00023,0.397,0.0979,0.275,90.806,253160,4
"0pw0DzEmkAvDvZnmdzamt0","Rush","Limelight (Live on Clockwork Angels Tour)",0.328,0.889,4,-4.884,1,0.0541,4.32e-05,0.362,0.328,0.708,130.507,282427,4
"4LdDKiaHx5B1VCocUY2ppn","Queen","I'm In Love With My Car",0.367,0.776,11,-5.208,0,0.0864,0.131,1.39e-06,0.262,0.572,94.715,200107,4
"2CB4yzH1SBr0q85YniII0M","Rush","In The Mood",0.597,0.821,2,-9.53,1,0.0367,0.0683,0,0.389,0.836,131.754,213853,4
"2VpWlosniF04Stk8W9BZll","Deep Purple","When A Blind Man Cries",0.353,0.838,10,-3.945,0,0.0474,0.000121,0.0536,0.0455,0.268,134.325,277173,4
"7zv5oGRQoJX09QM3pkvI1w","Queen","The Show Must Go On - Remastered 2011",0.426,0.687,11,-6.926,0,0.0329,0.409,0,0.112,0.189,84.141,277827,4
"25H6P7a94WUr5102lC6TNI","Queen","I Want To Break Free",0.807,0.414,4,-8.903,1,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,223080,4
"6gMIafMZuSDsLuCfEJhbln","Rush","Shapes of Things",0.324,0.862,0,-4.503,1,0.0543,0.000744,4.44e-05,0.152,0.484,128.717,195560,4
"0K6yUnIKNsFtfIpTgGtcHm","Rush","Limelight",0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,259840,4
"6lO5R7MqS8zBCQRBUqOi9x","Blue Öyster Cult","Train True",0.574,0.924,11,-5.496,1,0.0481,0.00661,0,0.0957,0.852,143.003,237229,4
