"trackID","artistName","trackName"
"4ojX1Nce4VlOsmHbpOD0ht","Led Zeppelin","In My Time of Dying"
"6K5R5Apnthfr9UvWeNWKC5","Led Zeppelin","Kashmir"
"5ucXfilvtzz7pZslFn8a3n","Led Zeppelin","Nobody's Fault but Mine"
"0dpL8X7a0RLu7rsTO9Ex7y","Led Zeppelin","Out on the Tiles"
"6j5zFSiZO1BZmTl9RZ0Xc0","Led Zeppelin","Ramble On"
"2Glp2agSlMNslCznis3bTf","Led Zeppelin","Rock and Roll"
"6Jp7OBQu2quohZ3V9Xlma9","Led Zeppelin","Since I've Been Loving You"
"2e61kmae4HhbuS9hYONQ0A","Led Zeppelin","The Song Remains the Same"
"3vb4WlnT1gCHCqWnL7MsIB","Led Zeppelin","When the Levee Breaks"
"2SGaFY7FVT7vpXzhDx4XPR","Led Zeppelin","Whole Lotta Love"
"4gMgiXfqyzZLMhsksGmbQV","Pink Floyd","Another Brick in the Wall, Pt. 2"
"5HNCy40Ni5BZJFw1TKzRsC","Pink Floyd","Comfortably Numb"
"2jvuMDqBK04WvCYYz5qjvG","Pink Floyd","Dogs"
"5qlckstqDQ2RskL0SJsDYx","Pink Floyd","Fat Old Sun"
"5a4MgIUSf9K8wXLSm6xPEx","Pink Floyd","High Hopes"
"63brgJhrcNFW8ncUhM1mhG","Pink Floyd","If"
"0vFOzaXqZHahrZp6enQwQb","Pink Floyd","Money"
"4p1qtNoktFkDJy2oeXHmYi","Pink Floyd","More Blues"
"0gEaeqVRHPzRc7HMXtOKc7","Pink Floyd","Pigs"
"19tHmIQsRnebkyK09m2UXE","Pink Floyd","Pigs on the Wing 1"
"55e99bv2wlgTYtNEYHWtN1","Pink Floyd","Sheep"
"01oeshlnI7gchG1pt7PS76","Pink Floyd","Shine On You Crazy Diamond"
"3TO7bbrUKrOSPGRTB5MeCz","Pink Floyd","Time"
"6mFkJmJqdDVQ1REhVfGgd1","Pink Floyd","Wish You Were Here"
"0kIpcu3DQacQObHVyra9Jx","Queen","'39"
"74QzobuYWH5BHMTrW9X7Yu","Queen","A Kind Of Magic"
"2TZFIU3tMAQNhMfcFWPTUb","Queen","All Dead, All Dead"
"5Lsg8jlCoTyxRch9LvJo3E","Queen","Another One Bites The Dust"
"5nv5hodQpAMoT2PqSVmakE","Queen","Ay"
"5rQKjP9forn7JVuiZBj6eZ","Queen","Bicycle Race"
"6l8GvAyoUZwWDgF1e4822w","Queen","Bohemian Rhapsody"
"6a4cMRwVA0z8FETARH7PTc","Queen","Breakthru"
"1xD8LOLKZTBWp7SXQrUANX","Queen","Cool Cat"
"6aU0F03DR257LCPAXjtg42","Queen","Crazy Little Thing Called Love"
"3goduURDLxG5xVKC1geLtB","Queen","Death On Two Legs"
"43DHLzDkncpby82Po5jlOZ","Queen","Don't Stop Me Now"
"6GT9NVRrfjQFJvanUnBP5W","Queen","Dragon Attack"
"108CEUGyglECilQb3o1jec","Queen","Drum And Tympani Solo"
"0NZ90au4uU11IkvReTOGYJ","Queen","Fat Bottomed Girls"
"6tYYT8zNxkadSCujCdR6Ur","Queen","Flash"
"00QAndVDVfNqNWYdWAhEan","Queen","Forever"
"0Qnog91b8rD28SXhtBeBOH","Queen","Friends Will Be Friends"
"4Bgluc807xGpxehxW6Uvn7","Queen","Get Down, Make Love"
"76S0Oy6sFz1fg8dQP5QTpQ","Queen","God Save The Queen"
"1mnQiO568zXIrUncttTZGp","Queen","Good Old"
"668edfhvN0OKWx6kc1bFeb","Queen","Guitar Solo"
"2GCFcbxm61rSA8gzsDk6NJ","Queen","Hammer To Fall"
"21YZVlxpUNaZ136Shhm7FE","Queen","Headlong"
"7Lyci2dYU5I7Rgl1Gxgc7q","Queen","Heaven For Everyone"
"0sA5xCFx2bF3jrz5Y5r0m1","Queen","I'm Going Slightly Mad"
"4LdDKiaHx5B1VCocUY2ppn","Queen","I'm In Love With My Car"
"3MjXl9LMQFEbXa09w914d7","Queen","I Can't Live With You"
"0GQo5VkiurD6HnVpaCNeMf","Queen","I Want It All"
"25H6P7a94WUr5102lC6TNI","Queen","I Want To Break Free"
"3K1Z590k8xkKWcyWjDUL2S","Queen","I Was Born To Love You"
"1dG4lTOVFu8RkSzybolp7o","Queen","Innuendo"
"1fzQ32qjWi45u1hPcNM0Hw","Queen","Intro"
"5Uzgm4svJMIZq7fNXeDfEr","Queen","It's A Hard Life"
"20tTHycMGXBlar5C0sOw0H","Queen","It's Late"
"1ow6RtvSgueeJi8kpdLk3c","Queen","Jailhouse Rock"
"6WKoOXecrcYW8RmerNCxFB","Queen","Keep Yourself Alive"
"6hvpwZPS3x3XSv57qYWiUR","Queen","Killer Queen"
"4ySzMx9MJDmPQyjdXuNP3s","Queen","Las Palabras De Amor"
"1qPQZ80itCW6kHAOfCccnq","Queen","Lazing On A Sunday Afternoon"
"3La5LAAtOfriFxZi97ybSK","Queen","Let Me Entertain You"
"5dNb4EJQbzYONcP1HGZRIe","Queen","Let Me In Your Heart Again"
"5xksN73zPWG6l5jyOnQBCM","Queen","Let Me Live"
NA,"Queen","Liar"
"40fLjod5rvRpSgWAvAelXm","Queen","Love Of My Life"
"5KvOmjiGxUcpkJvKCzHufN","Queen","My Fairy King"
"5btB0bp2D0N3fCkifI8vFi","Queen","No One But You"
"2R8xlQtomjh07jgexGp6rJ","Queen","Now I'm Here"
"4BB3Itr3YETOKFURnC28Ld","Queen","One Vision"
"13xg3nvQZajbPIi4GtoegH","Queen","Party"
"6hyjl7z58fwPpx8273ilOC","Queen","Play The Game"
"0vr93BPFtjbXMj8ySn80tj","Queen","Princes Of The Universe"
"2jAc9KIQ9XoZxkydXh3MVh","Queen","Radio Ga Ga"
"7rkrEyowp24CGvy0vE3snq","Queen","Ride The Wild Wind"
"5xDFYRukUOamdjnFoM3RoW","Queen","Save Me"
"1e9Tt3nKBwRbuaU79kN3dn","Queen","Seven Seas Of Rhye"
"51WaksrkxDnWH13oabHpJ1","Queen","Sheer Heart Attack"
"4POnIp2RNhXnpn8aoVxIQo","Queen","Sleeping On The Sidewalk"
"6cFZ4PLC19taNlpl9pbGMf","Queen","Somebody To Love"
"0MqUyrjDnnEKSyDJbFRZGg","Queen","Spread Your Wings"
"00moD4PXcXHnshxk8ljkgi","Queen","Stone Cold Crazy"
"3cEeI20ZGyNMMsRNIAPnlg","Queen","Thank God It's Christmas"
"1KUBC2Wy6DGtID7EZnO5TU","Queen","The Hero"
"0kf46oObVRf3L51fHIojEm","Queen","The Invisible Man"
"3mT0VfxsucvDg7DpzB0fcy","Queen","The Miracle"
"3m86qx7aIeqFcYcQ1UXUvP","Queen","The Show Must Go On"
"0RAXNWy8uixVy6gC5CXPbf","Queen","These Are The Days Of Our Lives"
"5iizMR06EEjsYFFuJmxfVI","Queen","Tie Your Mother Down"
"59xNhKR4abaCKdHzIxTApc","Queen","Too Much Love Will Kill You"
"1mSClObliRtgPVT399COQH","Queen","Under Pressure"
"4kzvAGJirpZ9ethvKZdJtg","Queen","We Are The Champions"
"0a9sd6MEXZXIPHk0fAxpZ4","Queen","We Will Rock You"
"22KvnSgCUY8ix8riybbYiI","Queen","Who Wants To Live Forever"
"4NpUDa36KfCZ7cDBfVY08Q","Queen","You're My Best Friend"
"5K7JrTWUDr7R0paSy4rVYh","Queen","You Don't Fool Me"
"52bzQkgk8TznulGvKOPQTK","Rainbow","Man On The Silver Mountain"
"6xq5DxZWGgdStAxGAil0yw","Rainbow","Since You Been Gone"
"1aDNYyeU62BuQsBAY18i48","Rainbow","Stargazer"
"3n3dOTV7F5AOuE2mA5K57m","Roger Taylor","Sunny Day"
"5H8xFHau0x3PI1CssO6EaX","Rush","2112"
"4Ilt9N2XASXY60DSEitW5K","Rush","A Farewell To Kings"
"1p9hRNRKVFPuYv0ADlkl1l","Rush","A Passage To Bangkok"
"1zS3nK868x59ewPAzXat4y","Rush","Afterimage"
"4uh2XykjwusuI5FGroB7Ay","Rush","Alien Shore"
"5gjLmSIlvHJjCN7qKTnoqi","Rush","Anagram"
"0rdJpnhnW4apSXGEyW8epP","Rush","Animate"
"481S5BKOolPHU4VDkDBHqn","Rush","Anthem"
"6ZXtAlyP1lNWfIJ2faQvwP","Rush","Armor and Sword"
"2cGFkKCnNlehBR2CKkjXAF","Rush","Available Light"
"2fsFnXtYfu3xkz9QXj1pZs","Rush","Bastille Day"
"2ix7QGz7AtP7adFF52EDW6","Rush","Before And After"
"0bh40rcAYgtvLgS77L9SRi","Rush","Beneath, Between & Behind"
"4In36toej4JkNAPn24Jk88","Rush","Best I Can"
"4M8k3O09ksiX6CTDWiDpEr","Rush","Between Sun & Moon"
"78483g1DX5kIjyRnsGzxo3","Rush","Between The Wheels"
"5IAevkIuxBJd3y6gGxALMw","Rush","Big Wheel"
"7sG6Tp1Oyul64gFFU55iRy","Rush","Bravado"
"5rlyubwWC7PSllji9QWVVN","Rush","Bravest Face"
"5HRsMfZ3FA0kDa3FeyVIU6","Rush","Broon's Bane"
"6CiPGcWJ3YykntxFjaaOJH","Rush","BU2B"
"3zkVj459Ihoe84z3C7qlqY","Rush","BU2B2"
"0hRJNNyjoIlRcrgYVypM2Y","Rush","By"
"4WW7Uaek3bzeODiZhE3PSK","Rush","Caravan"
"1E67jlQYbkbYwAuYBUM3k4","Rush","Carnies"
"6zsMoyRa9nhT6IaAIHejQw","Rush","Carve Away the Stone"
"0t7XMkbixxJOHaYoNP010X","Rush","Ceiling Unlimited"
"4J5sWlkO9gnR5o9wXwC9Ba","Rush","Chemistry"
"2qnPNuQseD2NvWo88MCVGu","Rush","Cinderella Man"
"4lShKS7ee6aoC8hbUVOhYG","Rush","Circumstances"
"0mhh1nYcfI2uKkCaxKdGYT","Rush","Clockwork Angels"
"2Cx4yqMFQuIhUg6X6NtFOS","Rush","Closer to the Heart"
"4u3oXuVeOGoByIMz9pnOKf","Rush","Closer To The Heart"
"6xJ1reaLC6A1KcK7NhIKLl","Rush","Cold Fire"
"2rIyuURzVLDjENwkmhZ5Gf","Rush","Countdown"
"0VX5SeVK2VbE7QCmckXUaP","Rush","Crossroads"
"0IQyuH6r2C2rRHZqp3wiwZ","Rush","Cut to the Chase"
"7xxZUTxxlkiFEMzL6lYXtF","Rush","Cygnus X"
"2BlPpQDClWGXuYttAmQcBY","Rush","Different Strings"
"1ZhhIn96uDxZrPeYinban3","Rush","Digital Man"
"1bVnRjdVprR6ZoT67DBxML","Rush","Distant Early Warning"
"73vRr6iK9cYdtq6UUBDV6C","Rush","Dog Years"
"43kNCjDBX9dRKO5LSC2Wsc","Rush","Double Agent"
"4fW8PJ4ks1DEnBMSZAskuG","Rush","Dreamline"
"22ZNL38S5L7YukBzmdOEmh","Rush","Driven"
"7BR0IslolpW7cU95e66cww","Rush","Drum Solo"
"1HMiAvNM0klyxplKlwL200","Rush","Earthshine"
"4BG64Z9i4XACK6IRWmgIKO","Rush","Emotion Detector"
"3JZDax8w9XaM2SXVim3lxd","Rush","Entre Nous"
"69t7DsYDpR8OnIgyvoOoTW","Rush","Everyday Glory"
"2lC01cXkzlE8YHnyxZpIGu","Rush","Face Up"
"2JSwj8qqQZtL5hRcS66IA3","Rush","Faithless"
"4oln108lelSadoqEFlwCZi","Rush","Far Cry"
"6POxVhw9vbWKn4vXrLo3St","Rush","Finding My Way"
"54TaGh2JKs1pO9daXNXI5q","Rush","Fly By Night"
"3HIvUCPsvELgIW7GNrXyK5","Rush","For What It's Worth"
"2B36scXmm2xG35ILOJMmxf","Rush","Force Ten"
"0l8rsbuxi5ui2xDoJcY8sm","Rush","Free Will"
"2XwYeBzumtjxVbFWwhJpsy","Rush","Freewill"
"23eDYjECeAjGDkHAdBArkx","Rush","Freeze Part IV of Fear"
"0uYvO71Uj1ysX89V5Do3Yp","Rush","Ghost of a Chance"
"6fBVFj2Bg9mo4AsPgsDHYw","Rush","Ghost Rider"
"4vGv5xaIUgmzycJlUQXpSp","Rush","Good News First"
"3C3DdjdRkkBzVfX3uK7Jdf","Rush","Grand Designs"
"6drHXrgfLNYOJilS6FXeNr","Rush","Half the World"
"6oZJhVw9oYz6MN1SBMPYFu","Rush","Halo Effect"
"2K0tmrLNQFWAPFXdxOmHn8","Rush","Headlong Flight"
"3VtrcsvEp3RIwg87GOui3q","Rush","Heart Full of Soul"
"2PmZQXV2MdrIKgSKVXdWSd","Rush","Hemispheres"
"1q8VMNy2RTTl7dZhVIU6hk","Rush","Here Again"
"5NLvbki7VVHdfijSsEOPQl","Rush","Heresy"
"2BEr51Zq9qSL55rGOCXmPP","Rush","High Water"
"3aAB9ANGuZSVnz1wUHStOh","Rush","Hope"
"5R61KVtwmPQtejzALcEEwU","Rush","How It Is"
"69XM8H8if0YrYAAwW08fKA","Rush","I Think I'm Going Bald"
"2T6lFb6HFAOkkOnphgwA2R","Rush","In The End"
"2CB4yzH1SBr0q85YniII0M","Rush","In The Mood"
"341PPpWkAUkEQeIdQQDGTo","Rush","Jacob's Ladder"
"4CyElmiM9EF9aURGWlPZLi","Rush","La Villa Strangiato"
"7f5bnrMNHpGpWYqHMIb3Nb","Rush","Lakeside Park"
"2qvNzvfmy5nReCFhYHK6x3","Rush","Leave That Thing Alone"
"0hB7p4rUwkpVyNifHxTXXT","Rush","Lessons"
"35XwX1IZX2A3pURMSrRyrT","Rush","Limbo"
"0K6yUnIKNsFtfIpTgGtcHm","Rush","Limelight"
"6JyLquq5aQde75cezBnw6P","Rush","Lock And Key"
"7l4um9WaXEJOpYmkrXsPsE","Rush","Losing It"
"5z7Pdf3CNlauRJkBSihT6v","Rush","Madrigal"
"2qxfjiwmOcxaepHaGqhRjR","Rush","Making Memories"
"4nmEn8BaHCNLwvHcwAzhaU","Rush","Malignant Narcissism"
"3uQDfCKlwfK9Yz10JFcsC7","Rush","Manhattan Project"
"2P0x26YpGzXDddtQEc171e","Rush","Marathon"
"3e0KuLvoVxvTdfewVq7VcP","Rush","Medley"
"4UbZmqYEzT5vn4UrPzAHu9","Rush","Middletown Dreams"
"0q6kL6JEfoGbozD1rjG7NY","Rush","Mission"
"5dkfF6T8QH5myWNt7GUHeo","Rush","Mr. Soul"
"3wBqON2EX3QFDyFLvl1Tcv","Rush","Mystic Rhythms"
"3sFgH9hqMB6cySLWJOGAJ4","Rush","Natural Science"
"4ssrDczLOdo1veDL3LgHwI","Rush","Need Some Love"
"2l1AraumK6y3VUwi8Bw7iJ","Rush","New World Man"
"0xcA7LflHSiDPV74zs0s3b","Rush","Nobody's Hero"
"7rcG5Md3kcuLly1F6v0hOs","Rush","Nocturne"
"0eTOcyfTqfutyBWbbAD6Yh","Rush","O'Malley's Break"
"7CI5bgWO8RzDbiKOCN8407","Rush","One Little Victory"
"2QLQ8R0UbYX5iNNTgmR7V6","Rush","Open Secrets"
"0saSHG3UN8KJj3uwH71Uf3","Rush","Out of the Cradle"
"2Z4IoVFtLSKVJBPJZ7Cz4T","Rush","Overture"
"34FEpygxlcPm1tE26YqewO","Rush","Peaceable Kingdom"
"6J6nHaxeRubBEYLMjW47OF","Rush","Peke's Repose"
"6hq2Enqp3pXY5nhxcfuZiW","Rush","Presto"
"2SBKGHPQmo65mz9MxV30Fr","Rush","Prime Mover"
"6UGHk2cmbDC1oidVjXcCKo","Rush","Red Barchetta"
"3PefhAnxRxxxeimzWetwnT","Rush","Red Sector A"
"32L4YJsU0uetIaSwsT7i22","Rush","Red Tide"
"7DRmkiHgfOV17YJuG60CGV","Rush","Resist"
"3U52bW9ucEIw2UQ50Oh0ZD","Rush","Rivendell"
"5fxyxJbYxhMMwfvCcx2tdk","Rush","Roll the Bones"
"2k0xk8GpsST0pcJ0Wck9tE","Rush","Roll The Bones"
"6052jtfgpaXiVlHLUnoFFm","Rush","Second Nature"
"4LH2OsCBtFweBHUddAtfpL","Rush","Secret Touch"
"5ygL2ee5PAwG8ZnF1fTqlD","Rush","Seven and Seven Is"
"1bMEynxrPX5DoPcKTt1yxf","Rush","Seven Cities of Gold"
"6gMIafMZuSDsLuCfEJhbln","Rush","Shapes of Things"
"4bGkklcgdZvIUtoqIc7wcd","Rush","Something For Nothing"
"1dmIlrag3uTxCI815XgXrr","Rush","Spindrift"
"6enqhZawSgbAlFLRvXwAH0","Rush","Stick It Out"
"0Z0s6dw0zw2ENU1gVjlLV6","Rush","Subdivisions"
"5RcsVmIjkfNsI42exR4xql","Rush","Sweet Miracle"
"3k4ML90lCkW9bHvGeGrDIV","Rush","Tai Shan"
"11KIDPIj4gFZ43Q6szqAfB","Rush","Take A Friend"
"5L2dN3m2sliHCEojBDt7wR","Rush","Tears"
"20mmTwCJPnoA9Gq4Qhbqaj","Rush","Territories"
"0uV03rQUQn4j6HhWz7Nt2T","Rush","Test for Echo"
"1rUmVxcEAAMTI7BGp4fiyl","Rush","The Analog Kid"
"7LkMvdPlagxLNKTU77Z1SO","Rush","The Anarchist"
"4f6CJbnASHEtQspSwqoYlr","Rush","The Big Money"
